rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
185,"spotify:track:5PPYg2Fa1fCkrRBv6vIeeU","De La Rose, Omar Courtz","NUBES","WEA Latina",7,130,47,"389417"
186,"spotify:track:7vPsviPvbWsFd9VuftF5JT","Omar Courtz","M U S A E L E V Á","Mr.305 Records / Rimas Entertainment LLC.",154,177,7,"389350"
187,"spotify:track:0nafF9MxcXJBQWv3BTKtdF","KAROL G, Feid","Verano Rosa","Bichota/Interscope Records",14,171,37,"388939"
188,"spotify:track:3nREMKR9AuM6AikqWwcAUA","Omar Courtz","OUTRO","Rimas Entertainment LLC.",63,63,2,"387745"
189,"spotify:track:609E1JCInJncactoMmkDon","ROSALÍA, Rauw Alejandro","BESO","Columbia Records/Duars Entertainment/Sony Music Latin",1,197,87,"385519"
190,"spotify:track:1cQx85WypWumn7ZQjUxWQi","SAIKO, Omar Courtz","LOKENECESITAS","SAIKO/Sony Music Latin",8,131,38,"385361"
191,"spotify:track:2beS6dD5rovBxSA1zYoSHR","JHAYCO, J Balvin, Bad Bunny","No Me Conoce - Remix","N&E Entertainment LLC",4,187,253,"384843"
192,"spotify:track:5gaHUShVDYB2kn5s0xzIAi","Ultraligera","Lapsus","WM Spain",192,-1,1,"384685"
193,"spotify:track:5ddFjrPG8NgQQ6xlOQIVd2","C. Tangana, Niño de Elche, La Húngara","Tú Me Dejaste De Querer","Sony Music Entertainment",1,174,175,"383753"
194,"spotify:track:69Ej1xrGjOcHvIMtMKxK0G","Don Omar","Dile","VI Music",142,-1,29,"383553"
195,"spotify:track:428cFrawSqeLoyooQjAW9d","Fito y Fitipaldis","La casa por el tejado","DRO/EastWest Spain",102,192,26,"383381"
196,"spotify:track:3Ip1sc72P5uz8BUB9kb4QQ","Yapi, SOUNDPLUG","POR TI","Yapi",196,-1,1,"382945"
197,"spotify:track:4waqcUQWdj0yH26STWl2Rq","La Oreja de Van Gogh","Rosas","Columbia",46,190,77,"379989"
198,"spotify:track:067QpM2xLhK24hTiovC3Zo","C. Tangana","Mala Mujer","Sony Music Entertainment",3,184,79,"379392"
199,"spotify:track:2BwO5K8Q7EPAJSGze3AAh9","Sabrina Carpenter","Manchild","Island Records",60,181,14,"378437"
200,"spotify:track:0GHaZd4ggGCx2RlMsDr9Vj","John Pollõn, TylerB","Vehículo longo","John Pollon",200,-1,1,"377864"
