rank,artist,title,region,spotify_uri,dominant_emotion,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
117,"Morgan Wallen, Tate McRae",What I Want (feat. Tate McRae),USA,04emojnbYkrRmv5qtJcgVP,null,null,null,null,null,null,null,null,null,null,null
118,Harry Styles,Aperture,USA,45Z3m6yazmAi4jZuW0tzW0,null,null,null,null,null,null,null,null,null,null,null
119,Noah Kahan,Stick Season,USA,0mflMxspEfB0VbI1kyLiAv,null,null,null,null,null,null,null,null,null,null,null
120,Don Toliver,ATM,USA,03auLpFLdCv4HozP4pQseu,null,null,null,null,null,null,null,null,null,null,null
121,Shaboozey,A Bar Song (Tipsy),USA,5fZJQrFKWQLb7FpJXZ1g7K,null,null,null,null,null,null,null,null,null,null,null
122,Kendrick Lamar,Not Like Us,USA,6AI3ezQ4o3HUoP6Dhudph3,null,null,null,null,null,null,null,null,null,null,null
124,Evanescence,Bring Me To Life,USA,0COqiPhxzoWICwFCS4eZcp,null,null,null,null,null,null,null,null,null,null,null
125,Ella Langley,Dandelion,USA,7FudQLDIYCX6F7ruexVn2X,null,null,null,null,null,null,null,null,null,null,null
127,Creedence Clearwater Revival,Have You Ever Seen The Rain,USA,2LawezPeJhN4AWuSB0GtAU,null,null,null,null,null,null,null,null,null,null,null
130,Nirvana,Smells Like Teen Spirit,USA,0gucTLf7trAf37Ua1uAyAu,null,null,null,null,null,null,null,null,null,null,null
131,Kanye West,Heartless,USA,4EWCNWgDS8707fNSZ1oaA5,null,null,null,null,null,null,null,null,null,null,null
132,"Don Toliver, Rema",Secondhand (feat. Rema),USA,4Z5KKoBGxpJo8YbDcGQXd5,null,null,null,null,null,null,null,null,null,null,null
135,Rihanna,Love On The Brain,USA,5oO3drDxtziYU2H1X23ZIp,null,null,null,null,null,null,null,null,null,null,null
136,Don Toliver,Gemstone,USA,6d9Cs2D2RSIl9c0ulgnFe8,null,null,null,null,null,null,null,null,null,null,null
137,Lil Uzi Vert,20 Min,USA,0uxSUdBrJy9Un0EYoBowng,null,null,null,null,null,null,null,null,null,null,null
140,Frank Ocean,Pink + White,USA,3xKsf9qdS1CyvXSMEid6g8,null,null,null,null,null,null,null,null,null,null,null
141,Tears For Fears,Everybody Wants To Rule The World,USA,2YiCMmONQcoMPX2bV1LxE0,null,null,null,null,null,null,null,null,null,null,null
142,Zach Bryan,Pink Skies,USA,4ZJ4vzLQekI0WntDbanNC7,null,null,null,null,null,null,null,null,null,null,null
143,"J. Cole, Miguel",Power Trip (feat. Miguel),USA,2uwnP6tZVVmTovzX5ELooy,null,null,null,null,null,null,null,null,null,null,null
144,Nirvana,Come As You Are,USA,5AEOqLsRJFAoSS4ay4Jzao,null,null,null,null,null,null,null,null,null,null,null
145,Hozier,Take Me To Church,USA,3dYD57lRAUcMHufyqn9GcI,null,null,null,null,null,null,null,null,null,null,null
146,J. Cole,Work Out,USA,2wAJTrFhCnQyNSD3oUgTZO,null,null,null,null,null,null,null,null,null,null,null
147,Miguel,Sure Thing,USA,0JXXNGljqupsJaZsgSbMZV,null,null,null,null,null,null,null,null,null,null,null
149,Brooks & Dunn,Neon Moon,USA,2M38X60UJnupGPbFTkVPNQ,null,null,null,null,null,null,null,null,null,null,null
150,Morgan Wallen,Last Night,USA,583dMdiUquLMenarTp7PQm,null,null,null,null,null,null,null,null,null,null,null
151,Baby Keem,Ca$ino,USA,3VW6HJYa5l0uzGcCRA222P,null,null,null,null,null,null,null,null,null,null,null
152,Linkin Park,Somewhere I Belong,USA,3fjmSxt0PskST13CSdBUFx,null,null,null,null,null,null,null,null,null,null,null
153,Rihanna,Breakin' Dishes,USA,5EcG8eMMlwkHRVa4aTR1qd,null,null,null,null,null,null,null,null,null,null,null
154,Frank Ocean,Novacane,USA,4osgfFTICMkcGbbigdsa53,null,null,null,null,null,null,null,null,null,null,null
155,Frank Ocean,Thinkin Bout You,USA,7DfFc7a6Rwfi3YQMRbDMau,null,null,null,null,null,null,null,null,null,null,null
156,Tory Lanez,The Color Violet,USA,3azJifCSqg9fRij2yKIbWz,null,null,null,null,null,null,null,null,null,null,null
157,"Lil Wayne, Drake, Future",Love Me,USA,2XHzzp1j4IfTNp1FTn7YFg,null,null,null,null,null,null,null,null,null,null,null
159,Linkin Park,In the End,USA,60a0Rd6pjrkxjPbaKzXjfq,null,null,null,null,null,null,null,null,null,null,null
160,TV Girl,Lovers Rock,USA,6dBUzqjtbnIa1TwYbyw5CM,null,null,null,null,null,null,null,null,null,null,null
161,Mazzy Star,Fade Into You,USA,1LzNfuep1bnAUR9skqdHCK,null,null,null,null,null,null,null,null,null,null,null
164,Hozier,Too Sweet,USA,19XpFsce28aByvCC4g89tJ,null,null,null,null,null,null,null,null,null,null,null
165,Jeff Buckley,"Lover, You Should've Come Over",USA,6Jv7kjGkhY2fT4yuBF3aTz,null,null,null,null,null,null,null,null,null,null,null
166,Julia Wolf,In My Room,USA,2Ui2JtVjnbHZuExldryCOA,null,null,null,null,null,null,null,null,null,null,null
167,Malcolm Todd,Roommates,USA,5vPUv0xziXbV4lnWeVNXNq,null,null,null,null,null,null,null,null,null,null,null
168,3 Doors Down,Kryptonite,USA,6ZOBP3NvffbU4SZcrnt1k6,null,null,null,null,null,null,null,null,null,null,null
169,Chris Stapleton,Think I'm In Love With You,USA,3Gn1zuHNLtGuGEOXwq0k7e,null,null,null,null,null,null,null,null,null,null,null
171,The Red Clay Strays,Wondering Why,USA,1HbzxLqpNVPdiBXvpC7Ovb,null,null,null,null,null,null,null,null,null,null,null
173,Justin Bieber,YUKON,USA,29iva9idM6rFCPUlu7Rhxl,null,null,null,null,null,null,null,null,null,null,null
174,Hotel Ugly,Shut up My Moms Calling,USA,3hxIUxnT27p5WcmjGUXNwx,null,null,null,null,null,null,null,null,null,null,null
175,Morgan Wallen,20 Cigarettes,USA,0YsIYFRoxkmEvbKCwTp0Tg,null,null,null,null,null,null,null,null,null,null,null
177,Red Hot Chili Peppers,Can't Stop,USA,6ojiTSzyv2qPMWqyhUKAqz,null,null,null,null,null,null,null,null,null,null,null
178,Olivia Dean,The Hardest Part,USA,3cPoiK69oQ1SdbB2j2ulGm,null,null,null,null,null,null,null,null,null,null,null
179,King Von,Took Her To The O,USA,7fEoXCZTZFosUFvFQg1BmW,null,null,null,null,null,null,null,null,null,null,null
180,TLC,No Scrubs,USA,1KGi9sZVMeszgZOWivFpxs,null,null,null,null,null,null,null,null,null,null,null
181,Rihanna,Only Girl (In The World),USA,2ENexcMEMsYk0rVJigVD3i,null,null,null,null,null,null,null,null,null,null,null
182,Don Toliver,Tiramisu,USA,2GHKo6nrSjruvBEQbzD7Fw,null,null,null,null,null,null,null,null,null,null,null
184,Hudson Westbrook,House Again,USA,1zM8S2pnIclcdTmrfFnWtX,null,null,null,null,null,null,null,null,null,null,null
185,Michael Jackson,Billie Jean,USA,7J1uxwnxfQLu4APicE5Rnj,null,null,null,null,null,null,null,null,null,null,null
186,Daniel Caesar,Superpowers,USA,736PP5LTtREkDgktNmX3Gu,null,null,null,null,null,null,null,null,null,null,null
187,"Baby Keem, Kendrick Lamar, Momo Boyd",Good Flirts (feat. Kendrick Lamar & Momo Boyd),USA,5sHeIGDbdzw8DeO57XZKIy,null,null,null,null,null,null,null,null,null,null,null
190,The Cure,Boys Don't Cry,USA,1QFh8OH1e78dGd3VyJZCAC,null,null,null,null,null,null,null,null,null,null,null
191,Tate McRae,TIT FOR TAT,USA,1dByUyyoRKL99fJJ6VCQzb,null,null,null,null,null,null,null,null,null,null,null
192,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),USA,0aB0v4027ukVziUGwVGYpG,null,null,null,null,null,null,null,null,null,null,null
193,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),USA,5rb9QrpfcKFHM1EUbSIurX,null,null,null,null,null,null,null,null,null,null,null
195,"Kendrick Lamar, Jay Rock",Money Trees,USA,2HbKqm4o0w5wEeEFXm2sD4,null,null,null,null,null,null,null,null,null,null,null
196,Prince,Purple Rain,USA,1uvyZBs4IZYRebHIB1747m,null,null,null,null,null,null,null,null,null,null,null
197,The Cranberries,Linger,USA,0gEyKnHvgkrkBM6fbeHdwK,null,null,null,null,null,null,null,null,null,null,null
199,Morgan Wallen,Whiskey Glasses,USA,57TEkZN3f84tFJFHFrD4pO,null,null,null,null,null,null,null,null,null,null,null
200,Noah Kahan,Northern Attitude,USA,4O2rRsoSPb5aN7N3tG6Y3v,null,null,null,null,null,null,null,null,null,null,null
