rank,artist,title,region,spotify_uri,dominant_emotion,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion_emotive,neutral_score
163,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Singapore,567e29TDzLwZwfDuEpGTwo,neutral,0.0018,0.0038,0.0026,0.0115,0.0181,0.0012,0.004,0.0031,0.0028,0.0141,0.0055,0.0037,0.0019,0.003,0.0022,0.0003,0.0011,0.0042,0.0042,0.0012,0.0032,0.0004,0.0134,0.0009,0.0007,0.0148,0.0017,0.9395,approval,0.9395
167,Justin Bieber,Sorry,Singapore,09CtPGIpYB4BrO8qb1RGsF,remorse,0.002,0.0032,0.0096,0.0195,0.0229,0.0464,0.0408,0.1682,0.0381,0.0899,0.0264,0.0041,0.0192,0.0024,0.0057,0.0027,0.008,0.0029,0.0077,0.0115,0.0522,0.0005,0.0163,0.0022,0.7521,0.3116,0.003,0.0299,remorse,0.0299
169,ILLIT,Magnetic,Singapore,1aKvZDoLGkNMxoRYgkckZG,love,0.0164,0.0008,0.003,0.0059,0.1728,0.0044,0.0033,0.0053,0.0623,0.0029,0.0035,0.0014,0.0005,0.0584,0.0008,0.0005,0.0004,0.0134,0.4206,0.0008,0.0073,0.0013,0.0094,0.0011,0.0006,0.0014,0.0032,0.2322,love,0.2322
170,BTS,Life Goes On,Singapore,5FVbvttjEvQ8r2BgUcJgNg,remorse,0.0013,0.0021,0.0038,0.013,0.0152,0.0174,0.0341,0.0499,0.0096,0.0692,0.0065,0.003,0.0086,0.0031,0.0037,0.222,0.0098,0.0055,0.0043,0.0125,0.0101,0.0005,0.018,0.0059,0.4861,0.3831,0.0026,0.0225,remorse,0.0225
171,Taylor Swift,Blank Space,Singapore,1u8c2t2Cy7UBoG4ArRcF5g,love,0.011,0.0061,0.005,0.0066,0.0605,0.0082,0.0131,0.1128,0.0208,0.0035,0.0053,0.0043,0.0012,0.0528,0.0099,0.0003,0.0005,0.0187,0.7194,0.0031,0.0176,0.0005,0.0093,0.0008,0.0007,0.0032,0.0054,0.0993,love,0.0993
172,Coldplay,The Scientist,Singapore,75JFxkI2RXiU7L9VXzMkle,disappointment,0.0023,0.0028,0.0095,0.0774,0.0076,0.0019,0.0052,0.0073,0.0024,0.5798,0.0354,0.0161,0.1225,0.002,0.0032,0.0005,0.0035,0.0018,0.0083,0.0045,0.0022,0.0005,0.013,0.0011,0.0408,0.204,0.0031,0.1148,disappointment,0.1148
173,Jay Chou,青花瓷,Singapore,10VuSw48iPN2UK2xX9Y6P0,admiration,0.4624,0.0015,0.001,0.003,0.0743,0.0014,0.0012,0.0015,0.0031,0.0023,0.0016,0.0012,0.0003,0.0102,0.0009,0.0004,0.0003,0.0043,0.0526,0.0003,0.0058,0.0021,0.0094,0.0004,0.0002,0.0011,0.0013,0.4234,admiration,0.4234
174,"Disney, Shakira",Zoo,Singapore,3vJIaiTIHxHhYafTSPNiH4,joy,0.0164,0.046,0.0022,0.0081,0.2306,0.0476,0.0139,0.0368,0.0071,0.0025,0.0067,0.0005,0.0006,0.0886,0.0014,0.0008,0.0008,0.6117,0.0122,0.0046,0.0483,0.003,0.0109,0.0176,0.0006,0.0026,0.0014,0.1243,joy,0.1243
175,Cigarettes After Sex,Cry,Singapore,3p4hRhMcb6ch8OLtATMaLw,desire,0.0048,0.003,0.0094,0.02,0.0127,0.0299,0.0025,0.0062,0.7796,0.0702,0.0101,0.0161,0.0021,0.0041,0.004,0.0033,0.0068,0.005,0.163,0.0052,0.0289,0.001,0.0089,0.0017,0.0223,0.2212,0.0021,0.0457,desire,0.0457
177,Laufey,Promise,Singapore,08PdFBcXzpkn1cWNgmKqhn,disappointment,0.001,0.0015,0.036,0.2609,0.0079,0.0038,0.0165,0.0161,0.0079,0.5185,0.0652,0.0397,0.0165,0.0014,0.0112,0.0003,0.0038,0.0014,0.002,0.0147,0.0047,0.0003,0.0169,0.001,0.0053,0.2712,0.0026,0.0601,disappointment,0.0601
180,Bruno Mars,Versace on the Floor,Singapore,0kN8xEmgMW9mh7UmDYHlJP,love,0.0136,0.0012,0.0082,0.0123,0.0591,0.0168,0.0046,0.0056,0.0122,0.0132,0.0724,0.0023,0.0011,0.02,0.0029,0.0005,0.001,0.0242,0.802,0.0021,0.005,0.001,0.0074,0.0016,0.001,0.0083,0.0028,0.1233,love,0.1233
181,Gracie Abrams,"I Love You, I'm Sorry",Singapore,51rfRCiUSvxXlCSCfIztBy,love,0.0172,0.0162,0.0292,0.0348,0.0773,0.0595,0.0026,0.0017,0.0811,0.0778,0.0282,0.0166,0.0045,0.0025,0.0054,0.0066,0.0054,0.0286,0.8492,0.0054,0.219,0.0025,0.0199,0.0041,0.0569,0.1336,0.0012,0.0078,love,0.0078
182,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),Singapore,1Q7EgiMOuwDcB0PJC6AzON,love,0.5342,0.0013,0.0034,0.004,0.1029,0.026,0.0137,0.1181,0.1187,0.0035,0.0052,0.0016,0.0005,0.0178,0.0016,0.0038,0.0009,0.019,0.7278,0.0011,0.0292,0.0015,0.0051,0.0011,0.0014,0.0031,0.0031,0.0152,love,0.0152
183,Radiohead,Creep,Singapore,70LcF31zb1H0PyJoS1Sx1r,desire,0.1734,0.0016,0.0591,0.0924,0.0243,0.0107,0.0068,0.0195,0.7068,0.0525,0.0284,0.0298,0.0021,0.0174,0.0035,0.0019,0.0023,0.0079,0.1099,0.0034,0.0201,0.0035,0.0059,0.0012,0.0022,0.0164,0.0034,0.0215,desire,0.0215
184,CORTIS,GO!,Singapore,6OWWZtNQORY1McaZmOrwhc,neutral,0.0048,0.0036,0.0032,0.055,0.1348,0.0019,0.0006,0.0008,0.0174,0.0162,0.0103,0.0029,0.0008,0.0113,0.001,0.0002,0.0004,0.0061,0.0007,0.0007,0.0109,0.0015,0.015,0.0018,0.0002,0.0025,0.0008,0.7245,approval,0.7245
185,Charli xcx,party 4 u,Singapore,2RdEC8Ff83WkX7kDVCHseE,desire,0.002,0.003,0.0026,0.0108,0.0167,0.013,0.0058,0.0338,0.5398,0.0227,0.0033,0.0021,0.0008,0.0129,0.0054,0.0006,0.0012,0.0074,0.0203,0.007,0.1729,0.0007,0.0107,0.0014,0.0028,0.0136,0.0026,0.2364,desire,0.2364
186,SZA,Nobody Gets Me,Singapore,5Y35SjAfXjjG0sFQ3KOxmm,disappointment,0.0005,0.0012,0.0582,0.2787,0.0081,0.0066,0.0525,0.0374,0.0071,0.3448,0.0395,0.0085,0.0061,0.0008,0.0086,0.0002,0.0035,0.001,0.0015,0.0132,0.0077,0.0003,0.0173,0.0008,0.0036,0.1472,0.0031,0.2685,disappointment,0.2685
187,Joji,Glimpse of Us,Singapore,2mlNgAeIBnL78ZriXgrRHz,neutral,0.0013,0.0015,0.002,0.0132,0.0079,0.0035,0.1603,0.2323,0.053,0.0836,0.0196,0.0024,0.002,0.0018,0.0042,0.0002,0.002,0.0014,0.0051,0.0043,0.0162,0.0002,0.0139,0.0005,0.004,0.0525,0.0066,0.3492,curiosity,0.3492
188,Ariana Grande,Into You,Singapore,76FZM38RC8XaAjJ77CVTNe,neutral,0.0079,0.0013,0.0031,0.0085,0.1099,0.0125,0.0065,0.0241,0.0165,0.0034,0.0026,0.003,0.0017,0.0423,0.014,0.0005,0.0007,0.0054,0.1327,0.0084,0.0056,0.0007,0.0119,0.0012,0.0008,0.0034,0.0047,0.4395,love,0.4395
189,Jay Chou,楓,Singapore,1pALOIA4ytESmhl7Fxjdic,neutral,0.0017,0.0028,0.0031,0.0091,0.0183,0.0011,0.0023,0.0015,0.0013,0.0039,0.0044,0.0028,0.0008,0.0017,0.0015,0.0003,0.0004,0.0016,0.0018,0.0004,0.0016,0.0003,0.008,0.0003,0.0003,0.003,0.0008,0.956,approval,0.956
190,Stefanie Sun,遇見,Singapore,3xJK8ywApYVEYIDhymYMC6,neutral,0.0036,0.0014,0.0008,0.0038,0.141,0.0016,0.004,0.0053,0.0091,0.0019,0.0023,0.001,0.0003,0.0069,0.0011,0.0004,0.0002,0.0014,0.0025,0.0004,0.0315,0.0005,0.0184,0.0005,0.0003,0.0008,0.0011,0.8611,approval,0.8611
191,d4vd,Here With Me,Singapore,0dS2u2UFd88TIzDDaZDLvS,desire,0.0478,0.0038,0.0021,0.0079,0.0496,0.0204,0.0012,0.0024,0.7913,0.0083,0.0033,0.0024,0.0009,0.0396,0.0014,0.0147,0.0018,0.1081,0.0296,0.0025,0.0539,0.0069,0.0101,0.0071,0.0031,0.0093,0.0019,0.0361,desire,0.0361
192,Lana Del Rey,Cinnamon Girl,Singapore,2mdEsXPu8ZmkHRRtAdC09e,love,0.0047,0.0012,0.0079,0.0142,0.0826,0.0266,0.0016,0.0026,0.1691,0.0047,0.006,0.0018,0.0005,0.0137,0.0009,0.0007,0.0006,0.0142,0.4818,0.0008,0.0175,0.001,0.007,0.0012,0.0009,0.003,0.0008,0.3209,love,0.3209
193,Nadhif Basalamah,kota ini tak sama tanpamu,Singapore,13CwOTXUgBugeBByE9oIWb,love,0.0214,0.0006,0.0022,0.0032,0.0992,0.018,0.0205,0.0319,0.0872,0.0059,0.0077,0.0013,0.0004,0.0096,0.0021,0.0009,0.0006,0.0086,0.8498,0.0016,0.0519,0.0005,0.0089,0.0007,0.0017,0.0037,0.002,0.0703,love,0.0703
195,Tate McRae,greedy,Singapore,3rUGC1vUpkDG9CZFHMur1t,curiosity,0.0023,0.0007,0.0315,0.0875,0.0697,0.1331,0.1557,0.3116,0.0113,0.0184,0.1549,0.0035,0.0014,0.0042,0.0139,0.0006,0.001,0.002,0.0038,0.0097,0.0628,0.0004,0.0073,0.0014,0.0014,0.0053,0.0031,0.2104,curiosity,0.2104
196,LNGSHOT,Never Let Go,Singapore,37xebnhvUyM8VyyDDeo65d,disapproval,0.0008,0.0009,0.0301,0.1525,0.0278,0.0096,0.0684,0.029,0.0144,0.0368,0.403,0.0045,0.0014,0.0023,0.0029,0.0004,0.0006,0.0017,0.0016,0.0026,0.0083,0.0004,0.0122,0.0009,0.0007,0.0087,0.0018,0.3418,disapproval,0.3418
197,ATEEZ,Adrenaline,Singapore,2VKGO4DNyUK5UxCQB3b3DF,neutral,0.0052,0.0169,0.0066,0.0195,0.0527,0.0045,0.0027,0.0058,0.0046,0.0024,0.0031,0.0022,0.0011,0.2816,0.0082,0.0004,0.0005,0.0448,0.0012,0.005,0.0059,0.0022,0.0087,0.0027,0.0002,0.0014,0.0072,0.6338,excitement,0.6338
198,Lauv,I Like Me Better,Singapore,4MagTPnkPiDuIa4P8GtW1b,love,0.0211,0.0021,0.0032,0.0054,0.119,0.005,0.0045,0.0029,0.0087,0.0031,0.0046,0.0015,0.0005,0.0119,0.001,0.0007,0.0004,0.0184,0.9098,0.0008,0.0129,0.0007,0.0113,0.0008,0.0007,0.0017,0.0021,0.0631,love,0.0631
200,Lana Del Rey,Young And Beautiful,Singapore,2nMeu6UenVvwUktBCpLMK9,love,0.03,0.0014,0.007,0.0088,0.0307,0.115,0.0539,0.4446,0.1002,0.0346,0.011,0.0019,0.001,0.0102,0.0103,0.0009,0.0049,0.0106,0.6025,0.0104,0.0714,0.0007,0.0061,0.0018,0.0106,0.082,0.0049,0.0457,love,0.0457
1,Quevedo,NI BORRACHO,Spain,3ltpc2goYCfKT8AbWwqQvc,neutral,0.0055,0.014,0.0456,0.1677,0.0279,0.0051,0.0363,0.0407,0.0067,0.0403,0.0223,0.0085,0.0042,0.0273,0.2218,0.0005,0.0021,0.0349,0.1349,0.0331,0.0076,0.0014,0.0227,0.0032,0.0011,0.0238,0.0139,0.3026,fear,0.3026
2,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Spain,1YAWMfsmduIrpqrjP45pFn,amusement,0.0844,0.6164,0.0088,0.0309,0.0208,0.0044,0.001,0.0021,0.0606,0.0062,0.005,0.0057,0.0015,0.0111,0.0007,0.0012,0.0008,0.1026,0.0997,0.0006,0.0188,0.0016,0.0059,0.0012,0.0014,0.0043,0.0011,0.0595,amusement,0.0595
3,"Omar Courtz, Dei V, Clarent, Tito ""El Bambino""",$UELTA GATITA $UELTA,Spain,01xWRzLhSgANX9CGgBzssk,amusement,0.0541,0.3768,0.0042,0.0166,0.0513,0.0249,0.002,0.0075,0.0072,0.0026,0.0056,0.0023,0.0013,0.0319,0.001,0.0017,0.0005,0.0892,0.0111,0.0008,0.027,0.0018,0.0082,0.0026,0.0004,0.0013,0.0152,0.3545,amusement,0.3545
4,Aitana,SUPERESTRELLA,Spain,6hpuesKPNa3WhV48O7Fa47,confusion,0.0037,0.0021,0.0873,0.1505,0.0171,0.0031,0.5269,0.2065,0.0644,0.0644,0.0395,0.0144,0.0052,0.0153,0.0167,0.0003,0.0013,0.0059,0.0651,0.0131,0.0183,0.0007,0.0149,0.0008,0.0021,0.0087,0.0222,0.0662,confusion,0.0662
5,"Romeo Santos, Prince Royce",Dardos,Spain,5SudOD9R1Of6CsJVWZy6CQ,sadness,0.0014,0.0012,0.1897,0.1762,0.0118,0.038,0.0053,0.0036,0.0334,0.1321,0.0799,0.0461,0.005,0.0021,0.025,0.001,0.0058,0.0025,0.12,0.013,0.0069,0.0008,0.0102,0.0014,0.0067,0.3207,0.0021,0.0437,sadness,0.0437
6,"Ryan Castro, Kapo, Gangsta",LA VILLA,Spain,2ZyrAym0sRLwt4PhGotHuI,neutral,0.0339,0.0371,0.0021,0.008,0.0844,0.0024,0.0013,0.0016,0.0021,0.0023,0.0037,0.0016,0.0007,0.0237,0.0012,0.0007,0.0004,0.1176,0.1237,0.0005,0.0035,0.0018,0.0098,0.0016,0.0003,0.0011,0.0015,0.583,love,0.583
7,"Omar Courtz, ROA",WO OH OH,Spain,0h54mLixODOqU6vTcZMqVM,love,0.0274,0.0014,0.0337,0.0255,0.0306,0.0356,0.0148,0.1092,0.1258,0.017,0.0072,0.0045,0.0008,0.0094,0.0046,0.0005,0.0017,0.0101,0.6955,0.0032,0.0474,0.0007,0.0053,0.0008,0.0026,0.0147,0.0028,0.0823,love,0.0823
8,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Spain,6iOndD4OFo7GkaDypWQIou,love,0.0633,0.0044,0.0034,0.0047,0.0806,0.0044,0.0198,0.0326,0.0115,0.003,0.0047,0.0018,0.0009,0.0392,0.0017,0.0009,0.0005,0.0477,0.929,0.0016,0.0109,0.0009,0.0107,0.0009,0.001,0.0022,0.0075,0.0312,love,0.0312
9,Bad Bunny,NUEVAYoL,Spain,5TFD2bmFKGhoCRbX61nXY5,approval,0.2444,0.0019,0.0013,0.0042,0.4054,0.0155,0.0238,0.1218,0.0034,0.0016,0.0049,0.0007,0.0003,0.0515,0.0031,0.0007,0.0004,0.0195,0.0081,0.002,0.0215,0.0023,0.0096,0.0035,0.0002,0.0011,0.0041,0.183,approval,0.183
10,Bad Bunny,BAILE INoLVIDABLE,Spain,2lTm559tuIvatlT1u0JYG2,sadness,0.006,0.0013,0.0291,0.0681,0.0153,0.0072,0.0037,0.0031,0.0507,0.2945,0.0338,0.0216,0.0065,0.0036,0.0044,0.0005,0.0073,0.007,0.3679,0.0068,0.0041,0.001,0.0158,0.0017,0.0128,0.4268,0.003,0.0412,sadness,0.0412
11,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Spain,4oVO4fGNRRvEn0CRuFO4qv,disappointment,0.1503,0.0007,0.0155,0.0564,0.0291,0.0061,0.07,0.141,0.0021,0.5428,0.0705,0.0067,0.006,0.0021,0.0045,0.0006,0.0037,0.0012,0.0093,0.0041,0.0095,0.0007,0.0096,0.0009,0.006,0.0735,0.0041,0.0927,disappointment,0.0927
12,Rels B,TU VAS SIN (fav),Spain,6uiQ0DqbXTBc8tl0AUKZkR,love,0.0131,0.0011,0.0038,0.0063,0.1269,0.0173,0.0012,0.0019,0.1273,0.0033,0.0036,0.0018,0.0004,0.0099,0.0011,0.0009,0.0005,0.0121,0.7147,0.0007,0.0179,0.0011,0.0055,0.001,0.0009,0.0023,0.0008,0.1523,love,0.1523
13,Clarent,BIENVENIDA,Spain,7zwgHkTKv86nMOREN5k1hx,neutral,0.0017,0.0017,0.0292,0.0813,0.0403,0.0112,0.0008,0.0012,0.0041,0.0047,0.0072,0.0028,0.0009,0.0175,0.0015,0.0006,0.0005,0.0065,0.0165,0.0005,0.0119,0.0009,0.0066,0.0011,0.0003,0.0022,0.0072,0.669,annoyance,0.669
14,Omar Courtz,POR SI MAÑANA NO ESTOY,Spain,595wwjQiad6e6lSTScmXvz,sadness,0.0028,0.0025,0.0175,0.0322,0.0135,0.047,0.0551,0.1067,0.1497,0.1956,0.0131,0.0061,0.0042,0.0043,0.0107,0.0009,0.011,0.0066,0.4131,0.0188,0.1262,0.0005,0.0164,0.002,0.0345,0.4372,0.0076,0.0608,sadness,0.0608
15,"JC Reyes, Slayter",LOQUITA,Spain,3zkGK0pIRra9Mql8fKmROf,neutral,0.0048,0.0616,0.025,0.0735,0.0124,0.0015,0.0034,0.0108,0.0037,0.0042,0.0028,0.004,0.0015,0.1233,0.0014,0.0002,0.0004,0.0551,0.0028,0.0015,0.0028,0.0012,0.0052,0.0012,0.0002,0.0012,0.0111,0.5346,excitement,0.5346
16,Beéle,no tiene sentido,Spain,1HEwEN64NjgTaHmo7LfkX8,fear,0.0013,0.003,0.0105,0.0556,0.0168,0.0026,0.1785,0.0212,0.0017,0.0482,0.2031,0.0117,0.0128,0.006,0.331,0.0003,0.0022,0.0048,0.0015,0.0596,0.003,0.0006,0.0584,0.0026,0.0007,0.017,0.0243,0.2094,fear,0.2094
17,Quevedo,TUCHAT,Spain,3bAAv8knmzFpYQsLFoK6de,neutral,0.001,0.0033,0.0116,0.0841,0.0111,0.0047,0.0746,0.049,0.0485,0.1087,0.0476,0.0058,0.0052,0.0033,0.107,0.0003,0.0041,0.0043,0.0028,0.0965,0.0075,0.0004,0.0304,0.0019,0.0026,0.1064,0.0076,0.3601,disappointment,0.3601
18,"YOVNGCHIMI, JC Reyes",MVLAN,Spain,74t17BRV4el0mU0Tb8XY1k,neutral,0.0013,0.0021,0.0067,0.0296,0.0528,0.003,0.007,0.0236,0.0031,0.0024,0.0031,0.0014,0.0004,0.0028,0.0007,0.0002,0.0002,0.005,0.0012,0.0003,0.0054,0.0003,0.0063,0.0005,0.0002,0.0009,0.0009,0.8305,approval,0.8305
19,Omar Courtz,KOKO,Spain,1tz7RZirwiuaJw2p0jbdHb,amusement,0.2766,0.5221,0.0015,0.0103,0.0432,0.0025,0.0019,0.0066,0.0658,0.0048,0.003,0.0023,0.0009,0.0181,0.0004,0.0007,0.0006,0.1095,0.0234,0.0006,0.0172,0.0023,0.0074,0.0018,0.0009,0.0024,0.0014,0.0589,amusement,0.0589
20,Bad Bunny,DtMF,Spain,3sK8wGT43QFpWrvNQsrQya,love,0.03,0.018,0.0059,0.0091,0.0462,0.0093,0.0114,0.0135,0.2373,0.0091,0.0079,0.0028,0.0011,0.0224,0.0012,0.3092,0.0011,0.1047,0.796,0.0016,0.0381,0.002,0.0073,0.0024,0.0043,0.0057,0.0017,0.0268,love,0.0268
21,"Kidd Voodoo, JC Reyes",Me Mareo,Spain,6jBoUckd6VEImt6pg8RpDr,neutral,0.0078,0.0027,0.0236,0.0363,0.1057,0.2793,0.0012,0.0013,0.0215,0.0054,0.0227,0.0022,0.0007,0.0081,0.0024,0.0019,0.0015,0.166,0.0089,0.0033,0.0695,0.0053,0.0096,0.0294,0.0015,0.0066,0.0004,0.4424,caring,0.4424
22,"Alleh, Yorghaki",capaz (merengueton),Spain,2dd3G3ZqEcG2cNS1tp3oEk,confusion,0.0012,0.0009,0.0089,0.0276,0.0468,0.0146,0.4892,0.2816,0.0116,0.0258,0.0606,0.003,0.0017,0.003,0.0066,0.0004,0.001,0.0029,0.1607,0.0056,0.0185,0.0002,0.0148,0.0007,0.0041,0.011,0.0041,0.2055,confusion,0.2055
23,Omar Courtz,SI ESTÁS CON ALGUIEN,Spain,7nyk5uxevcijIfl1FlJgmA,love,0.0026,0.0015,0.0531,0.0892,0.0217,0.0067,0.0202,0.0064,0.0154,0.2002,0.2729,0.0126,0.0054,0.003,0.0062,0.001,0.0025,0.0049,0.4466,0.0061,0.0089,0.0006,0.0228,0.0012,0.0064,0.1131,0.0045,0.0422,love,0.0422
24,"Bad Gyal, Chencho Corleone",Choque,Spain,68KElV3TDyDy2zHPCWjUyt,excitement,0.0165,0.0145,0.0041,0.0096,0.0263,0.0021,0.0022,0.0067,0.0096,0.0023,0.0019,0.0027,0.0014,0.4686,0.0028,0.0012,0.0006,0.0574,0.0998,0.0014,0.0059,0.0019,0.0078,0.0014,0.0003,0.0012,0.0752,0.2317,excitement,0.2317
26,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Spain,7koAf6aZgjO6TS7bipfPD0,neutral,0.0062,0.003,0.0031,0.0066,0.0462,0.0049,0.0047,0.0077,0.0373,0.0128,0.0124,0.0021,0.0007,0.0113,0.0016,0.0008,0.0007,0.008,0.4288,0.0012,0.006,0.0006,0.0073,0.0008,0.0015,0.0104,0.0018,0.4995,love,0.4995
28,"Yan Block, Panda Black",Talento,Spain,7sChwC2NZjGc2Kdni3hlDg,admiration,0.3818,0.0007,0.0443,0.048,0.2357,0.1752,0.0257,0.0654,0.0171,0.051,0.0575,0.0068,0.0044,0.003,0.0052,0.0038,0.0043,0.0029,0.0592,0.0034,0.148,0.005,0.0105,0.003,0.0851,0.0364,0.0014,0.0404,admiration,0.0404
29,Clarent,LOVE,Spain,21syhl9aagHDATZqFHkfjD,remorse,0.0011,0.0009,0.0076,0.0162,0.0384,0.1116,0.0522,0.1981,0.0163,0.0277,0.0198,0.0019,0.0063,0.0026,0.008,0.0759,0.0064,0.0044,0.0077,0.0141,0.0211,0.0007,0.0109,0.0067,0.3144,0.1044,0.0026,0.0703,remorse,0.0703
30,GRECAS,Bad Voy,Spain,0WIVpc0hKNxjHkl9xNxw6P,love,0.0028,0.0014,0.0241,0.1663,0.022,0.002,0.0067,0.002,0.0062,0.048,0.0891,0.0094,0.0026,0.0017,0.0015,0.0007,0.0007,0.0024,0.4173,0.0009,0.0043,0.0004,0.0154,0.0005,0.0011,0.0076,0.0025,0.3853,love,0.3853
31,"Omar Courtz, Bad Gyal",COMERNOS,Spain,2TYZU0Fvfp5b7gbfqdIAq6,neutral,0.0359,0.0186,0.0043,0.0169,0.0268,0.0011,0.0021,0.0072,0.0254,0.0067,0.0025,0.0125,0.0034,0.0834,0.0029,0.0002,0.0008,0.0245,0.2032,0.0014,0.0029,0.0011,0.0075,0.001,0.0006,0.0051,0.0063,0.4504,love,0.4504
32,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Spain,2uPMsTEKx79gJ8rB3AcT0v,neutral,0.0091,0.005,0.0025,0.0132,0.1647,0.004,0.0045,0.0249,0.0026,0.0039,0.0028,0.0008,0.0006,0.0484,0.0025,0.0001,0.0004,0.0282,0.0038,0.0019,0.0123,0.0012,0.013,0.0026,0.0002,0.0018,0.0056,0.6276,approval,0.6276
33,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Spain,614NVFo5csQqRnryl4jXs2,desire,0.0051,0.0256,0.0029,0.0076,0.0328,0.012,0.0012,0.0081,0.3934,0.0036,0.0018,0.0018,0.0005,0.0472,0.0009,0.0007,0.0006,0.0355,0.1467,0.001,0.0172,0.0008,0.0036,0.0011,0.0013,0.0036,0.0011,0.2041,desire,0.2041
34,"El Bogueto, Yung Beef",Cuando No Era Cantante,Spain,6N2iccqxRInhTLHc2Fu3W0,love,0.0053,0.4219,0.0068,0.0171,0.0194,0.0149,0.0018,0.0048,0.1494,0.0233,0.0071,0.0053,0.0024,0.0057,0.0012,0.0007,0.0023,0.0675,0.5206,0.0022,0.0265,0.0008,0.0105,0.0018,0.0094,0.0717,0.0013,0.0272,love,0.0272
35,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Spain,7d6yK8v8J484SWH5prIQiE,neutral,0.0971,0.003,0.0019,0.0056,0.0882,0.0049,0.0076,0.0174,0.0105,0.002,0.0016,0.0016,0.0006,0.0432,0.0016,0.0007,0.0004,0.0214,0.014,0.0007,0.0118,0.0012,0.0063,0.0012,0.0004,0.0017,0.0023,0.6265,admiration,0.6265
36,"Beéle, Ovy On The Drums",mi refe,Spain,4zhk2RS2EZODmBW6il55Qj,love,0.053,0.004,0.0127,0.0165,0.0726,0.0027,0.183,0.1142,0.0028,0.0087,0.0185,0.0036,0.0028,0.0226,0.0042,0.0012,0.0008,0.015,0.8559,0.003,0.0053,0.0008,0.0225,0.001,0.0014,0.0031,0.0592,0.0423,love,0.0423
38,"Mora, C. Tangana",DROGA,Spain,1cmfXbOvNJt7iDrnJy5BRE,remorse,0.0097,0.0016,0.009,0.036,0.0507,0.0728,0.0354,0.0115,0.0104,0.1665,0.0233,0.0031,0.0097,0.0019,0.0032,0.0055,0.0103,0.0104,0.0263,0.0163,0.0139,0.0015,0.0236,0.0057,0.4793,0.4025,0.0009,0.0267,remorse,0.0267
39,Bad Bunny,EoO,Spain,6J5kc12BW5HuP3d7C3vvx8,neutral,0.0029,0.0125,0.009,0.051,0.0447,0.0038,0.0007,0.0006,0.0043,0.0052,0.0067,0.0034,0.0011,0.0044,0.0008,0.0003,0.0004,0.014,0.0193,0.0004,0.0031,0.001,0.0087,0.0011,0.0004,0.002,0.0006,0.8465,annoyance,0.8465
40,GRECAS,Que culpa tiene el lunes de no ser un sabado,Spain,5bDRGw4njjPCO5ZYvSgRXr,neutral,0.0013,0.0009,0.005,0.1039,0.0494,0.0044,0.0344,0.0459,0.0013,0.1605,0.0341,0.005,0.0328,0.0008,0.0041,0.0001,0.0015,0.001,0.0006,0.0056,0.0061,0.0005,0.0359,0.0015,0.0042,0.0245,0.0023,0.4739,disappointment,0.4739
41,Bad Bunny,VOY A LLeVARTE PA PR,Spain,59D4DOkspUbWyMmbAPQkxZ,neutral,0.0835,0.005,0.0049,0.0176,0.0607,0.0019,0.0046,0.0199,0.0028,0.0059,0.003,0.004,0.0009,0.0191,0.0041,0.0002,0.0004,0.0062,0.0071,0.0013,0.0047,0.0009,0.0066,0.0007,0.0002,0.0019,0.0031,0.6124,admiration,0.6124
42,"La La Love You, Axolotes Mexicanos",El Fin del Mundo,Spain,6XXQA6e8qXPJ1sZtRxvbws,sadness,0.061,0.0036,0.0154,0.0231,0.0181,0.011,0.0029,0.0024,0.005,0.1602,0.0131,0.0098,0.0081,0.0024,0.0028,0.0027,0.0289,0.0072,0.0789,0.0042,0.0031,0.0014,0.0169,0.0025,0.1315,0.8057,0.0026,0.0096,sadness,0.0096
43,"Delaossa, Quevedo, Bigla The Kid",Still Luvin,Spain,1k4Iyemx6P5fba7RRcHmeb,love,0.0092,0.1908,0.0072,0.0202,0.0868,0.0165,0.051,0.007,0.0055,0.144,0.0282,0.0032,0.0054,0.0033,0.0023,0.0014,0.0051,0.068,0.5392,0.0067,0.0129,0.0009,0.0254,0.0031,0.0867,0.2268,0.0016,0.033,love,0.033
