rank,artist,title,region,spotify_uri,dominant_emotion,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
192,Lana Del Rey,Cinnamon Girl,Singapore,2mdEsXPu8ZmkHRRtAdC09e,sensual,0.1591,0.8946,0.0,0.0,0.0,0.0,0.426,0.0,0.984,0.8538
193,Nadhif Basalamah,kota ini tak sama tanpamu,Singapore,13CwOTXUgBugeBByE9oIWb,sensual,0.995,0.9844,0.8786,0.0,0.1529,0.0,0.8554,0.5826,0.9979,0.0
194,卢卢快闭嘴,字字句句,Singapore,7fAdinC2UTc0Y9GiKrkTtu,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Tate McRae,greedy,Singapore,3rUGC1vUpkDG9CZFHMur1t,sensual,0.8168,0.9681,0.4822,0.4238,0.6424,0.4596,0.4257,0.6202,0.9803,0.7657
196,LNGSHOT,Never Let Go,Singapore,37xebnhvUyM8VyyDDeo65d,longing,0.7673,0.9272,0.1918,0.5098,0.4958,0.3513,0.8365,0.662,0.7784,0.6662
197,ATEEZ,Adrenaline,Singapore,2VKGO4DNyUK5UxCQB3b3DF,sensual,0.0,0.6,0.4854,0.0,0.1121,0.0,0.0,0.6969,0.9082,0.7592
198,Lauv,I Like Me Better,Singapore,4MagTPnkPiDuIa4P8GtW1b,sensual,0.9736,0.9292,0.4027,0.0,0.201,0.0,0.4164,0.3245,0.9764,0.0
199,Justin Bieber,Love Yourself,Singapore,50kpGaPAhYJ3sGmk6vplg0,heartbreak,0.5604,0.6601,0.0,0.973,0.8746,0.8515,0.0,0.7784,0.7134,0.8917
200,Lana Del Rey,Young And Beautiful,Singapore,2nMeu6UenVvwUktBCpLMK9,longing,0.9501,0.9868,0.6347,0.6949,0.7209,0.1606,0.8524,0.6039,0.9693,0.4495
1,Quevedo,NI BORRACHO,Spain,3ltpc2goYCfKT8AbWwqQvc,anger,0.3465,0.9089,0.1317,0.3951,0.4757,0.3825,0.1215,0.6301,0.5992,0.9138
2,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,Spain,1YAWMfsmduIrpqrjP45pFn,sensual,0.4148,0.9397,0.0,0.4799,0.3199,0.0,0.0,0.7327,0.9675,0.6846
3,"Omar Courtz, Dei V, Clarent, Tito ""El Bambino""",$UELTA GATITA $UELTA,Spain,01xWRzLhSgANX9CGgBzssk,sensual,0.2937,0.7504,0.3016,0.1057,0.3897,0.1693,0.2448,0.4259,0.9513,0.7521
4,Aitana,SUPERESTRELLA,Spain,6hpuesKPNa3WhV48O7Fa47,sensual,0.4344,0.6897,0.0,0.0,0.1477,0.0,0.0,0.0,0.9226,0.1896
5,"Romeo Santos, Prince Royce",Dardos,Spain,5SudOD9R1Of6CsJVWZy6CQ,longing,0.933,0.959,0.0,0.9524,0.9145,0.8918,0.0,0.7073,0.7729,0.8667
6,"Ryan Castro, Kapo, Gangsta",LA VILLA,Spain,2ZyrAym0sRLwt4PhGotHuI,sensual,0.2096,0.399,0.3485,0.0,0.1351,0.0,0.1933,0.1446,0.9865,0.2804
7,"Omar Courtz, ROA",WO OH OH,Spain,0h54mLixODOqU6vTcZMqVM,sensual,0.9318,0.9831,0.5477,0.4188,0.462,0.0,0.8094,0.4967,0.9932,0.7571
8,"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,Spain,6iOndD4OFo7GkaDypWQIou,sensual,0.9199,0.9352,0.2911,0.0,0.0,0.0,0.1598,0.0,0.9919,0.0
9,Bad Bunny,NUEVAYoL,Spain,5TFD2bmFKGhoCRbX61nXY5,sensual,0.6064,0.9418,0.8949,0.0,0.4016,0.0,0.5258,0.2685,0.9692,0.2498
10,Bad Bunny,BAILE INoLVIDABLE,Spain,2lTm559tuIvatlT1u0JYG2,lonely,0.9417,0.9651,0.4153,0.9632,0.9165,0.6286,0.2942,0.9786,0.9704,0.4609
11,"ROSALÍA, Yahritza Y Su Esencia",La Perla,Spain,4oVO4fGNRRvEn0CRuFO4qv,lonely,0.0,0.5727,0.0,0.9419,0.532,0.8306,0.0,0.989,0.9603,0.7328
12,Rels B,TU VAS SIN (fav),Spain,6uiQ0DqbXTBc8tl0AUKZkR,longing,0.911,0.9854,0.5265,0.4147,0.3363,0.0,0.4968,0.1765,0.9833,0.9112
13,Clarent,BIENVENIDA,Spain,7zwgHkTKv86nMOREN5k1hx,anger,0.1871,0.3977,0.0,0.2675,0.4049,0.1988,0.1034,0.2133,0.4444,0.7878
14,Omar Courtz,POR SI MAÑANA NO ESTOY,Spain,595wwjQiad6e6lSTScmXvz,lonely,0.9196,0.9829,0.3349,0.966,0.8683,0.6676,0.5895,0.9918,0.9607,0.6077
15,"JC Reyes, Slayter",LOQUITA,Spain,3zkGK0pIRra9Mql8fKmROf,sensual,0.2294,0.6521,0.3595,0.0,0.4053,0.0,0.0,0.4704,0.9962,0.7665
16,Beéle,no tiene sentido,Spain,1HEwEN64NjgTaHmo7LfkX8,longing,0.8587,0.9793,0.0,0.8316,0.844,0.7556,0.3391,0.8399,0.8988,0.7297
17,Quevedo,TUCHAT,Spain,3bAAv8knmzFpYQsLFoK6de,sensual,0.5034,0.8908,0.0,0.6882,0.5558,0.5447,0.1557,0.7957,0.9038,0.5606
18,"YOVNGCHIMI, JC Reyes",MVLAN,Spain,74t17BRV4el0mU0Tb8XY1k,sensual,0.4362,0.7982,0.5226,0.1085,0.3572,0.0,0.3728,0.1118,0.9616,0.8284
19,Omar Courtz,KOKO,Spain,1tz7RZirwiuaJw2p0jbdHb,sensual,0.7466,0.9698,0.2061,0.0,0.0,0.0,0.2694,0.9863,0.9984,0.4178
20,Bad Bunny,DtMF,Spain,3sK8wGT43QFpWrvNQsrQya,longing,0.8705,0.8742,0.7961,0.5457,0.4095,0.0,0.6442,0.4561,0.874,0.751
21,"Kidd Voodoo, JC Reyes",Me Mareo,Spain,6jBoUckd6VEImt6pg8RpDr,sensual,0.5218,0.7301,0.1552,0.52,0.5521,0.2389,0.7355,0.5053,0.9824,0.4726
22,"Alleh, Yorghaki",capaz (merengueton),Spain,2dd3G3ZqEcG2cNS1tp3oEk,sensual,0.8545,0.8758,0.1232,0.7705,0.5782,0.6709,0.1307,0.4377,0.9819,0.6688
23,Omar Courtz,SI ESTÁS CON ALGUIEN,Spain,7nyk5uxevcijIfl1FlJgmA,heartbreak,0.7007,0.5769,0.1033,0.7951,0.563,0.5663,0.2966,0.7026,0.5724,0.3779
24,"Bad Gyal, Chencho Corleone",Choque,Spain,68KElV3TDyDy2zHPCWjUyt,sensual,0.473,0.9642,0.1017,0.1664,0.7757,0.2582,0.0,0.2623,0.9847,0.9153
25,"Blessd, Anuel AA, Yan Block, Luar La L, Kris R., ROA","YOGURCITO REMIX (feat. Kris R., ROA)",Spain,7nrd0eIftH3NQLfgk20Qp9,sensual,0.6704,0.9276,0.4736,0.318,0.2331,0.0,0.1783,0.5253,0.9942,0.5545
26,"Ovy On The Drums, Quevedo, Beéle",YO y TÚ,Spain,7koAf6aZgjO6TS7bipfPD0,sensual,0.4436,0.4481,0.1626,0.4679,0.2748,0.0,0.2027,0.0,0.8813,0.0
27,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante - Remix,Spain,2pbSCYzxrG0wa6qcj8IyiE,sensual,0.8646,0.9782,0.1985,0.5664,0.4762,0.0,0.4974,0.6412,0.9932,0.529
28,"Yan Block, Panda Black",Talento,Spain,7sChwC2NZjGc2Kdni3hlDg,anger,0.7062,0.9192,0.4025,0.8336,0.9416,0.5101,0.956,0.9297,0.9901,0.9905
29,Clarent,LOVE,Spain,21syhl9aagHDATZqFHkfjD,longing,0.4647,0.9724,0.1972,0.9473,0.694,0.5569,0.6376,0.524,0.8973,0.8907
30,GRECAS,Bad Voy,Spain,0WIVpc0hKNxjHkl9xNxw6P,sensual,0.455,0.6821,0.0,0.1453,0.1119,0.0,0.0,0.0,0.9046,0.2928
31,"Omar Courtz, Bad Gyal",COMERNOS,Spain,2TYZU0Fvfp5b7gbfqdIAq6,sensual,0.6719,0.9915,0.2937,0.1984,0.7605,0.1302,0.1426,0.2,0.9965,0.6969
32,"Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",Spain,2uPMsTEKx79gJ8rB3AcT0v,sensual,0.7709,0.8185,0.4076,0.0,0.3613,0.0,0.6257,0.1962,0.8848,0.8553
33,"Héctor ""El Father"", Wisin & Yandel",El Teléfono,Spain,614NVFo5csQqRnryl4jXs2,longing,0.5988,0.9753,0.125,0.607,0.3078,0.2913,0.2194,0.8876,0.9715,0.6218
34,"El Bogueto, Yung Beef",Cuando No Era Cantante,Spain,6N2iccqxRInhTLHc2Fu3W0,longing,0.9043,0.9929,0.4282,0.9134,0.7976,0.2507,0.8156,0.9518,0.9892,0.7434
35,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Spain,7d6yK8v8J484SWH5prIQiE,sensual,0.639,0.8098,0.2829,0.0,0.2054,0.0,0.4967,0.157,0.9394,0.3125
36,"Beéle, Ovy On The Drums",mi refe,Spain,4zhk2RS2EZODmBW6il55Qj,love,0.9869,0.9439,0.3927,0.2606,0.1864,0.1337,0.3401,0.413,0.9534,0.1616
37,"Omar Courtz, Myke Towers",WHAT U NEED? (SexPlaylist 2),Spain,7jnSlMG2jKJmKvAWxufk2I,sensual,0.4732,0.6848,0.0,0.0,0.2409,0.0,0.1866,0.1682,0.9447,0.6974
38,"Mora, C. Tangana",DROGA,Spain,1cmfXbOvNJt7iDrnJy5BRE,heartbreak,0.7141,0.7962,0.1884,0.8298,0.7046,0.4843,0.1062,0.7425,0.8153,0.4953
39,Bad Bunny,EoO,Spain,6J5kc12BW5HuP3d7C3vvx8,longing,0.5536,0.97,0.6187,0.1103,0.4303,0.1006,0.3754,0.0,0.8936,0.392
40,GRECAS,Que culpa tiene el lunes de no ser un sabado,Spain,5bDRGw4njjPCO5ZYvSgRXr,sensual,0.0,0.6955,0.0,0.2445,0.4719,0.1168,0.0,0.1004,0.7652,0.1987
41,Bad Bunny,VOY A LLeVARTE PA PR,Spain,59D4DOkspUbWyMmbAPQkxZ,sensual,0.2833,0.8849,0.4292,0.3169,0.3863,0.1404,0.4609,0.4861,0.9909,0.6639
42,"La La Love You, Axolotes Mexicanos",El Fin del Mundo,Spain,6XXQA6e8qXPJ1sZtRxvbws,heartbreak,0.9036,0.9296,0.0,0.9768,0.8937,0.8984,0.0,0.3018,0.6095,0.0
43,"Delaossa, Quevedo, Bigla The Kid",Still Luvin,Spain,1k4Iyemx6P5fba7RRcHmeb,longing,0.8859,0.9526,0.2653,0.7675,0.6185,0.1483,0.3293,0.9412,0.7473,0.2493
44,"Juseph, La Pantera, Lucho RK",CUPIDOxX,Spain,3vYFpgpkQF0EY5E9h9BF1r,sensual,0.0,0.7474,0.1095,0.4117,0.6896,0.0,0.0,0.1859,0.9219,0.8507
45,"Young Cister, Kreamly",QLOO*,Spain,7CMj1OOS1ho4CPEQTFKzcN,sensual,0.9568,0.9321,0.37,0.0,0.2584,0.0,0.2702,0.0,0.9893,0.1127
46,"Luck Ra, BM",La Morocha,Spain,6vRQqxOhUFd78p5tL8jXr7,lonely,0.9883,0.9939,0.1624,0.5899,0.2573,0.4242,0.5465,0.9988,0.9865,0.423
47,Djo,End of Beginning,Spain,3qhlB30KknSejmIvZZLjOD,heartbreak,0.0,0.9244,0.0,0.952,0.9477,0.3827,0.0,0.6831,0.5004,0.0
48,"Myke Towers, Quevedo",SOLEAO,Spain,4OsBqqMwFabHATATT527tH,sensual,0.7878,0.7086,0.3031,0.4605,0.2788,0.0,0.1298,0.4176,0.9565,0.4054
49,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Spain,1CPZ5BxNNd0n0nF4Orb9JS,lonely,0.8064,0.9557,0.7701,0.5332,0.4801,0.1756,0.9468,0.9853,0.9182,0.3085
50,"Dei V, JC Reyes",NYX00 (with JC Reyes),Spain,0FI11LoJ41qud3TkFEYlzI,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"La Pantera, Lucho RK, Pana YMB",PINKY PROMISE 2,Spain,6hFzA2zbArwtGpmTQEsxnn,sensual,0.9816,0.9713,0.6158,0.0,0.2564,0.0,0.3168,0.2224,0.9886,0.2675
52,Bad Bunny,NO ME QUIERO CASAR,Spain,39L3LdlHS3gqB62HPWaJRg,sensual,0.1705,0.8154,0.121,0.7817,0.3661,0.2439,0.2748,0.8478,0.8973,0.6626
53,"Omar Courtz, KARBeats",EL MUNDO SE VA A ACABAR,Spain,6SkbzQSYMJzrmmDBEvbh0S,sensual,0.8005,0.9701,0.4788,0.7037,0.6926,0.6622,0.51,0.8742,0.972,0.7761
54,KAROL G,Si Antes Te Hubiera Conocido,Spain,73scB4Q4fcOmnsBVZPmk32,longing,0.7654,0.9796,0.3249,0.6016,0.5642,0.387,0.9656,0.4634,0.9788,0.8784
55,"Mora, De La Rose",AURORA,Spain,18m5dJOPB2geFwOymXNaWg,sensual,0.8447,0.9469,0.3576,0.1405,0.2087,0.0,0.664,0.4824,0.9943,0.4855
56,"Juseph, Quevedo",CHUOS,Spain,58l1aV1cOGrHMsm2j3GU2W,sensual,0.529,0.7097,0.5671,0.4499,0.3409,0.1794,0.3344,0.5212,0.9832,0.678
57,"LAJA, JC Reyes",SETEADORA REMIX (with JC Reyes),Spain,55ZSaezLr7fNrkLL0WCpOD,anger,0.1213,0.8647,0.0,0.924,0.9644,0.9487,0.1945,0.4907,0.8279,0.9742
58,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Spain,0l0vcZMU7AOeQmUIREoI2U,sensual,0.4293,0.9484,0.2031,0.5954,0.5342,0.2296,0.1852,0.9377,0.9895,0.8864
59,rusowsky,malibU,Spain,4uulymZhmebsjKedRaJ1gQ,heartbreak,0.8332,0.971,0.0,0.9915,0.9734,0.8896,0.1159,0.964,0.9018,0.8829
60,Taylor Swift,The Fate of Ophelia,Spain,53iuhJlwXhSER5J2IYYv1W,heartbreak,0.8548,0.8917,0.4806,0.9754,0.8572,0.7167,0.6854,0.8724,0.8773,0.7087
61,"SAIKO, SINAKA, Kennat, Benja Valencia",FLAITEERA,Spain,2mh6vP7zo6mDXXKLnpHLPt,sensual,0.2904,0.7112,0.0,0.5948,0.3044,0.327,0.0,0.2437,0.9471,0.6434
62,"Aissa, Rvfv, Kreamly",MUCHACHA,Spain,4rDCRcln8WCHWPRt0YTFLs,love,0.9741,0.9192,0.3034,0.4256,0.7653,0.3992,0.1468,0.1623,0.943,0.9722
63,RAYE,WHERE IS MY HUSBAND!,Spain,55lijDD6OAjLFFUHU9tcDm,lonely,0.807,0.9904,0.4645,0.7864,0.7887,0.7885,0.5919,0.9924,0.9813,0.7075
64,Omar Courtz,VAMOaCOCHI,Spain,1oghNMGW42IhtQPNU6leZz,sensual,0.8343,0.9625,0.3488,0.0,0.1208,0.0,0.363,0.7901,0.9845,0.3152
65,Danny Ocean,Me Rehúso,Spain,6ifUES3keWjwXgae8pXI3o,sensual,0.5289,0.6151,0.1699,0.4939,0.3833,0.2753,0.2021,0.4058,0.8709,0.2477
66,Bruno Mars,Risk It All,Spain,5y2ijHECwFYWqcAHKTZgzD,love,0.9434,0.9402,0.2861,0.0,0.2745,0.0,0.5861,0.119,0.8722,0.1524
67,Aitana,6 DE FEBRERO,Spain,6l18mUHOGVZRr5wTyITX0M,lonely,0.9966,0.9881,0.0,0.991,0.9535,0.9037,0.0,0.999,0.6385,0.8514
68,"Kabasaki, Zeno El Faraón, l0rna, Kristina",LA SACAPUNTAS,Spain,7mjWqfMjappj2v1Iw3rXeR,sensual,0.1661,0.8888,0.3862,0.2623,0.4865,0.1858,0.3364,0.2847,0.997,0.8507
69,Extremoduro,La vereda de la puerta de atrás,Spain,4kJP8Z888wREJ8bRMWNMuk,longing,0.6516,0.9344,0.1385,0.9142,0.7748,0.6799,0.2308,0.6856,0.876,0.6628
70,"Tainy, Rauw Alejandro, JHAYCO",ROSITA,Spain,4HyPxBQDLUnY3w7gukITrW,sensual,0.0,0.5545,0.0,0.1467,0.3359,0.0,0.0,0.6496,0.8274,0.6963
71,"Clarent, Omar Courtz",Scat Pack,Spain,4yWrEuYXr9YB1nHbuPxfUU,anger,0.4547,0.871,0.2868,0.5795,0.5271,0.2804,0.2355,0.3664,0.8811,0.9154
72,Bruno Mars,I Just Might,Spain,6f68Ac5tt5BQOpwr0BV9oN,heartbreak,0.6779,0.7762,0.1486,0.9105,0.5574,0.369,0.3083,0.0,0.8765,0.3443
73,Bad Bunny,Tití Me Preguntó,Spain,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.8081,0.8692,0.0,0.9262,0.7401,0.8109,0.0,0.9194,0.7565,0.7201
74,Arde Bogotá,La Salvación,Spain,0txzIz1WcoAn6m07xypcD5,heartbreak,0.937,0.9748,0.1954,0.981,0.9045,0.4826,0.7586,0.5387,0.8644,0.3015
75,"Rawayana, Manuel Turizo",Inglés En Miami,Spain,3Y1xjjepdqMP141ipYCAqA,sensual,0.7855,0.9753,0.1842,0.9827,0.9407,0.8033,0.1793,0.928,0.9913,0.9671
76,"Romeo Santos, Prince Royce",Lokita Por Mí,Spain,2aG4AXf3TUtlmk4s9BLYDi,love,0.9903,0.9388,0.5023,0.0,0.1607,0.0,0.2578,0.1821,0.9597,0.4297
77,Omar Courtz,⁠LUCES DE COLORES,Spain,5dDlknAL9imbXXl7uG7oqe,sensual,0.6166,0.9734,0.6434,0.0,0.269,0.0,0.3572,0.5468,0.998,0.4336
78,Omar Courtz,SIRENA,Spain,75DhU4mfqAkkqsL7CiYWLa,sensual,0.7914,0.9903,0.2591,0.9097,0.7673,0.4071,0.5185,0.9903,0.9959,0.6754
79,"Yan Block, De La Rose, Hades66, Ñengo Flow",444 - Remix,Spain,5AK6QqM8aUXXTk6oY00ZRh,sensual,0.6919,0.9737,0.2927,0.6797,0.6577,0.5322,0.2093,0.8006,0.9764,0.7945
80,"Yan Block, TORRRES",Yo sé,Spain,5DdLSEyKh8zgCrJq2hFj92,sensual,0.1853,0.8727,0.0,0.8717,0.7735,0.6956,0.0,0.2822,0.994,0.8982
81,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Spain,6C1RD7YQVvt3YQj0CmuTeu,sensual,0.227,0.7566,0.2718,0.0,0.1666,0.0,0.1115,0.0,0.9948,0.5378
82,Manuel Turizo,La Bachata,Spain,3tt9i3Hhzq84dPS8H7iSiJ,longing,0.5162,0.9921,0.1218,0.9782,0.9423,0.6011,0.4571,0.8429,0.7993,0.8814
83,"J Balvin, Bad Bunny",LA CANCIÓN,Spain,0fea68AdmYNygeTGI4RC18,lonely,0.8145,0.9289,0.2435,0.9284,0.8183,0.7526,0.66,0.9619,0.8217,0.4781
84,Omar Courtz,L a k e n o s h i,Spain,6OoYmAP9oZtBiSomWpDTWP,sensual,0.2556,0.745,0.1525,0.2701,0.5768,0.1761,0.1073,0.0,0.9832,0.8528
85,Kapo,UWAIE,Spain,0fMjldiEpgjbWQ4bBQwVzH,sensual,0.9759,0.9755,0.6875,0.1239,0.0,0.0,0.4903,0.1743,0.9867,0.0
86,"Clarent, Mora",IA,Spain,7lcbpfihslisNObKdHjyLo,anger,0.147,0.7003,0.0,0.8805,0.721,0.7871,0.0,0.7854,0.5687,0.9182
87,Maluma,Borro Cassette,Spain,6DUdDIRgLqCGq1DwkNWQTN,sensual,0.9024,0.9485,0.2512,0.8802,0.7519,0.4656,0.1442,0.3218,0.9916,0.872
88,"Bryant Myers, Dei V, SAIKO",Duro Ma,Spain,0Ze1qv8LIgg5Y7Bu4jzXIo,sensual,0.6833,0.8811,0.3738,0.4925,0.5221,0.2916,0.1942,0.5901,0.9944,0.518
89,"Anuel AA, Haze",Amanece,Spain,1LiN0Z98FkR1t0m8KmLcAH,longing,0.8703,0.9768,0.2737,0.8919,0.6681,0.5376,0.1935,0.609,0.9738,0.8354
90,"Quevedo, La Pantera",HALO,Spain,58ldPuiCULxm08TCZ8qX4D,sensual,0.2299,0.6303,0.1006,0.3359,0.3789,0.162,0.1062,0.2698,0.9795,0.8326
91,Zara Larsson,Lush Life,Spain,1rIKgCH4H52lrvDcz50hS8,heartbreak,0.8825,0.7523,0.5462,0.9562,0.1866,0.0,0.1519,0.187,0.9189,0.235
92,Plan B,Es un Secreto,Spain,3KZCP2StVGdWkOKyRZNWA4,sensual,0.8752,0.9424,0.6731,0.0,0.0,0.0,0.7725,0.1035,0.9886,0.0
93,Dani Fernández,Me has invitado a bailar,Spain,3tMftGMXTPbQlmjh4FzXpZ,sensual,0.9633,0.9596,0.6803,0.2087,0.4256,0.0,0.7509,0.2055,0.9933,0.4033
94,The Police,Every Breath You Take,Spain,1JSTJqkT5qHq8MDJnJbRE1,lonely,0.9504,0.9929,0.1769,0.9902,0.9767,0.9458,0.2521,0.9932,0.8225,0.6221
95,Viva Suecia,El Bien,Spain,6IuZFiKCeyQINqL0Id3xF2,anger,0.0,0.1515,0.0,0.6235,0.4688,0.4218,0.0,0.3994,0.1909,0.6549
96,Mora,DETRÁS DE TU ALMA,Spain,2BvPMS2XWfnCpHHvWeOyeC,longing,0.6345,0.9582,0.0,0.8758,0.8282,0.4831,0.1721,0.5271,0.652,0.2028
97,Melendi,Fecha de Caducidad,Spain,3LTHhkihfdgYtQMUNJQBgv,lonely,0.9098,0.4833,0.2206,0.5474,0.1428,0.1577,0.3669,0.9627,0.4723,0.0
98,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),Spain,5q2JbCNi4FcnglgPfxcV65,longing,0.6892,0.9675,0.3512,0.9545,0.8627,0.7038,0.3658,0.9346,0.9342,0.8491
99,Juan Magán,Bailando por Ahi,Spain,6sHBvzRsuGunQTfCk18KXi,sensual,0.9112,0.9708,0.8548,0.9521,0.7642,0.106,0.323,0.5273,0.9939,0.4402
100,Bad Bunny,KLOuFRENS,Spain,4MUrUT38U98olfnyzMBCzm,heartbreak,0.9254,0.922,0.1677,0.9581,0.8746,0.6425,0.0,0.9514,0.5157,0.4619
101,"JC Reyes, Alba Moreno",DA LA LUZ,Spain,7JqZxa2Ibtf0lpJ5ANYSwH,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Fito y Fitipaldis,Por la boca vive el pez,Spain,24UStI5AYA7g5ufFDh3LH0,grief,0.8544,0.9671,0.1542,0.8529,0.984,0.7284,0.1685,0.7976,0.8594,0.2038
103,"Omar Courtz, Eladio Carrion",MOONLIGHT,Spain,2TOsEYW3J1miYhmEeI9yBW,sensual,0.9268,0.9772,0.8887,0.4131,0.4222,0.1344,0.2455,0.0,0.9951,0.4988
104,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Spain,1DwscornXpj8fmOmYVlqZt,longing,0.7268,0.9839,0.17,0.7028,0.7868,0.6918,0.9605,0.8899,0.9242,0.8725
105,"JC Reyes, Hades66",BARRIO FINO,Spain,5IuFotpjpllXzv7eOLKeqb,anger,0.0,0.7628,0.0,0.3743,0.7623,0.3431,0.0,0.2968,0.9534,0.9685
106,"Yan Block, Panda Black",444,Spain,1o4xkdBe0RjSf2u6VXi4OI,longing,0.7907,0.973,0.1455,0.884,0.6835,0.5691,0.0,0.9255,0.9705,0.8506
107,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Spain,0Sr7ssScx54yxdM2ols7nW,sensual,0.7743,0.9766,0.354,0.0,0.1787,0.0,0.2002,0.2246,0.9949,0.659
108,"Lucho RK, La Pantera",TOCATE SOLA,Spain,1ouj0AkMXny8V1su2tuoci,sensual,0.8499,0.9746,0.316,0.7962,0.781,0.287,0.4816,0.5518,0.9925,0.9073
109,Dei V,Te Capie,Spain,4WXVp5dzCDDaQjr4Ueukbm,sensual,0.8059,0.952,0.4495,0.0,0.4827,0.1252,0.3493,0.2909,0.9929,0.8261
110,Bad Gyal,Da Me,Spain,4ppQIsBpwNRKjOPPBZTgd0,sensual,0.0,0.6715,0.0,0.3029,0.7947,0.5555,0.0,0.0,0.994,0.9204
111,Extremoduro,Si te vas...,Spain,2x59pa3xDf8hHZ4N3f5fGQ,longing,0.7735,0.9747,0.0,0.7158,0.7414,0.4982,0.8312,0.9424,0.8852,0.4396
112,Chayanne,Bailando Bachata,Spain,2dK99lWPkBVwNen6gK1AtI,sensual,0.9544,0.9835,0.8069,0.0,0.3409,0.0,0.3002,0.4334,0.9891,0.181
113,Omar Courtz,UNA NOTi,Spain,61tC2eD62xjmkEX9FGEad7,sensual,0.6603,0.9753,0.0,0.5024,0.4754,0.2562,0.0,0.5585,0.9805,0.8981
114,Omar Courtz,SKY,Spain,52eJOGfsKEEkHrfZt6Kl3p,sensual,0.5031,0.9273,0.3255,0.512,0.3691,0.0,0.1305,0.2292,0.9624,0.4132
115,"Marshmello, Manuel Turizo",El Merengue,Spain,5KbBVSj6AJZ5662fO8EYFh,longing,0.9341,0.9747,0.1768,0.9546,0.8885,0.5541,0.1438,0.9545,0.7756,0.776
116,Alex Warren,Ordinary,Spain,2RkZ5LkEzeHGRsmDqKwmaJ,love,0.9969,0.9626,0.9183,0.5757,0.7099,0.8434,0.8303,0.1576,0.9738,0.5039
117,Siloé,Todos los Besos,Spain,2vSJKKmOEJQA5tr082p5XX,sensual,0.8917,0.7867,0.4497,0.6806,0.6438,0.2936,0.5506,0.0,0.9609,0.6117
118,"8belial, yyy891, JOHNNYFUU",YSL,Spain,10lwU4asYs565RmEkPWHn5,sensual,0.5562,0.707,0.3127,0.0,0.1967,0.0,0.163,0.1698,0.9749,0.5692
119,"Ya Ice Dilan, Rey Tony, Helabusador, JipMusic Global, Dj Honda",Dichavate,Spain,6Ab2trdJulkRRhaJ9zVGQa,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Quevedo, Aitana",GRAN VÍA,Spain,2kQ1OvmMzs1xdlH020aJJh,longing,0.0,0.9715,0.0,0.6705,0.4805,0.407,0.2724,0.839,0.9426,0.6431
121,"JC Reyes, Dei V",FLIPA,Spain,1dnKyTHMBWzbYZ2LDXBefu,sensual,0.3023,0.7685,0.1154,0.0,0.3137,0.0,0.0,0.1419,0.9845,0.8299
122,Manuel Turizo,Por un Pendejo no se llora,Spain,4VPl3WGYKxQG8EVis7uLDt,heartbreak,0.6334,0.583,0.1259,0.7985,0.5656,0.2678,0.0,0.7068,0.5158,0.6331
123,Fito y Fitipaldis,Antes de que cuente diez,Spain,3xiNRrrVROKlHrflHGNTfG,heartbreak,0.9352,0.904,0.0,0.9472,0.7679,0.5319,0.0,0.8499,0.657,0.6596
124,Yan Block,111,Spain,2SPBFiD8iITb8CKJGz1TEQ,lonely,0.8891,0.9741,0.1142,0.96,0.8037,0.7413,0.0,0.9784,0.9324,0.7434
125,"Danny Ocean, Kapo",Imagínate,Spain,7ns16ylM6sbxo9ZWIwyE5d,sensual,0.5235,0.8129,0.3978,0.2047,0.1172,0.0,0.441,0.4442,0.8571,0.1078
126,Fito y Fitipaldis,Soldadito marinero,Spain,0eVborSuxUeSg0meWYd9dZ,heartbreak,0.2048,0.7778,0.0,0.9389,0.5868,0.4301,0.0,0.1333,0.772,0.2418
127,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Spain,6VNXmo59yDYgcwLS17UNAW,sensual,0.0,0.6706,0.0,0.2802,0.4701,0.5538,0.1286,0.1082,0.7321,0.6141
