rank,artist,title,region,spotify_uri,dominant_emotion,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
143,Ed Sheeran,Perfect,Global,0tgVpDi06FyKpA1z0VMD4v,sensual,0.9787,0.9496,0.7248,0.0,0.296,0.0,0.9382,0.2297,0.9915,0.0
144,Laufey,From The Start,Global,43iIQbw5hx986dUEZbr3eN,lonely,0.862,0.9851,0.0,0.984,0.94,0.909,0.2392,0.986,0.5129,0.8385
145,Idgitaf,Sedia Aku Sebelum Hujan,Global,64qfw9JZl3RYCrq4Mn0WvT,null,null,null,null,null,null,null,null,null,null,null
146,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Global,22skzmqfdWrjJylampe0kt,null,null,null,null,null,null,null,null,null,null,null
147,EsDeeKid,4 Raws,Global,554qQSs9lpRVq6TlaaiIKT,null,null,null,null,null,null,null,null,null,null,null
148,Radiohead,Let Down,Global,2fuYa3Lx06QQJAm0MjztKr,despair,0.0,0.8764,0.0,0.9029,0.618,0.9884,0.2433,0.2414,0.7333,0.1853
149,Cigarettes After Sex,Apocalypse,Global,1oAwsWBovWRIp7qLMGPIet,sensual,0.5871,0.9592,0.0,0.9155,0.8062,0.8,0.1969,0.3571,0.9855,0.5517
150,JENNIE,like JENNIE,Global,0fK7ie6XwGxQTIkpFoWkd1,longing,0.6388,0.9519,0.4558,0.4817,0.706,0.3494,0.4813,0.8081,0.8864,0.9139
151,rihanna,We Found Love,Global,1zv3WFUbZ5vPxFq9I2jAU1,null,null,null,null,null,null,null,null,null,null,null
152,Sam Fender,Rein Me In,Global,0MUXBhPUDF8or0kfQ0EHwV,null,null,null,null,null,null,null,null,null,null,null
153,Creedence Clearwater Revival,Have You Ever Seen The Rain,Global,2LawezPeJhN4AWuSB0GtAU,null,null,null,null,null,null,null,null,null,null,null
154,BLACKPINK,Me and my,Global,5MXcM263QvCTWriH3nVusc,sensual,0.4158,0.6735,0.7616,0.0,0.1172,0.0,0.3579,0.1015,0.993,0.5085
155,Justin Bieber,Sorry,Global,09CtPGIpYB4BrO8qb1RGsF,anger,0.2747,0.8739,0.0,0.8223,0.6895,0.566,0.8845,0.4599,0.4618,0.9774
156,Bruno Mars,It Will Rain,Global,4rMNgxEwGWoPHIUcvB5BrB,heartbreak,0.8461,0.9202,0.0,0.9244,0.888,0.7558,0.2362,0.7158,0.7008,0.7395
157,Rihanna,Kiss It Better,Global,0UHB9METy4VCXNgkcGqHqS,longing,0.9376,0.9966,0.5082,0.9477,0.8592,0.8641,0.6985,0.6687,0.9853,0.949
158,Tom Odell,Another Love,Global,7jtQIBanIiJOMS6RyCx6jZ,null,null,null,null,null,null,null,null,null,null,null
159,"Peso Pluma, Tito Double P, LENCHO",chiclona,Global,5Q4HTsEGKanxOwL1nYCnhQ,null,null,null,null,null,null,null,null,null,null,null
160,Guns N' Roses,Sweet Child O' Mine,Global,7snQQk1zcKl8gZ92AnueZW,null,null,null,null,null,null,null,null,null,null,null
161,"The Chainsmokers, Halsey",Closer,Global,7BKLCZ1jbUBVqRi2FVlTVw,sensual,0.9061,0.982,0.2793,0.9505,0.7922,0.2741,0.4897,0.8587,0.9852,0.9183
162,Tears For Fears,Everybody Wants To Rule The World,Global,2YiCMmONQcoMPX2bV1LxE0,null,null,null,null,null,null,null,null,null,null,null
163,Fleetwood Mac,The Chain - 2004 Remaster,Global,5e9TFTbltYBg2xThimr0rU,null,null,null,null,null,null,null,null,null,null,null
164,Ed Sheeran,Photograph,Global,6fxVffaTuwjgEk5h9QyRjy,love,0.9907,0.9413,0.2107,0.9282,0.8098,0.0,0.5496,0.7166,0.8645,0.0
165,"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Global,2yWlGEgEfPot0lv3OAjuG3,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,Global,4G7bbgD2DHORU4frrWoCXp,null,null,null,null,null,null,null,null,null,null,null
167,"Nelly Furtado, Timbaland",Promiscuous,Global,2gam98EZKrF9XuOkU13ApN,null,null,null,null,null,null,null,null,null,null,null
168,Lady Gaga,Poker Face,Global,1QV6tiMFM6fSOKOGLMHYYg,null,null,null,null,null,null,null,null,null,null,null
169,Bad Bunny,MONACO,Global,4MjDJD8cW7iVeWInc2Bdyj,sensual,0.7394,0.8604,0.5676,0.3518,0.6171,0.2669,0.3309,0.6033,0.9874,0.8342
170,"French Montana, Swae Lee",Unforgettable,Global,3B54sVLJ402zGa6Xm4YGNe,null,null,null,null,null,null,null,null,null,null,null
171,"Coolio, L.V.",Gangsta's Paradise,Global,1DIXPcTDzTj8ZMHt3PDt8p,null,null,null,null,null,null,null,null,null,null,null
172,Rihanna,Love On The Brain,Global,5oO3drDxtziYU2H1X23ZIp,null,null,null,null,null,null,null,null,null,null,null
173,Ariana Grande,we can't be friends (wait for your love),Global,51ZQ1vr10ffzbwIjDCwqm4,lonely,0.9333,0.9675,0.3099,0.9005,0.8002,0.3832,0.772,0.9853,0.8826,0.7569
174,Bruno Mars,Something Serious,Global,0PV4VQCmE6Ujssr1bnswdF,love,0.9668,0.9529,0.176,0.5119,0.7759,0.3287,0.6037,0.315,0.4956,0.6704
175,Lana Del Rey,Summertime Sadness,Global,1FEiijYPJtyswChfcpv3p0,null,null,null,null,null,null,null,null,null,null,null
176,Taylor Swift,Style,Global,0ug5NqcwcFR2xrfTkc7k8e,sensual,0.8606,0.9257,0.1035,0.5205,0.4495,0.1735,0.1405,0.7356,0.9734,0.6235
177,Twenty One Pilots,Stressed Out,Global,3CRDbSIZ4r5MsZ0YwxuEkn,null,null,null,null,null,null,null,null,null,null,null
178,Hotel Ugly,Shut up My Moms Calling,Global,3hxIUxnT27p5WcmjGUXNwx,null,null,null,null,null,null,null,null,null,null,null
179,Linkin Park,Somewhere I Belong,Global,3fjmSxt0PskST13CSdBUFx,null,null,null,null,null,null,null,null,null,null,null
180,Tate McRae,Sports car,Global,5UJbgR4XF4y1DvbkxEqe8S,sensual,0.8156,0.9795,0.3271,0.6172,0.8066,0.6745,0.448,0.2049,0.9953,0.694
181,The Cure,Boys Don't Cry,Global,1QFh8OH1e78dGd3VyJZCAC,null,null,null,null,null,null,null,null,null,null,null
182,"Maroon 5, Wiz Khalifa",Payphone,Global,1XGmzt0PVuFgQYYnV2It7A,heartbreak,0.3909,0.5688,0.0,0.9646,0.7545,0.876,0.0,0.5416,0.3142,0.79
183,Coldplay,The Scientist,Global,75JFxkI2RXiU7L9VXzMkle,longing,0.9356,0.9737,0.1212,0.9648,0.9354,0.8907,0.411,0.5511,0.8358,0.7857
184,Hozier,Take Me To Church,Global,3dYD57lRAUcMHufyqn9GcI,null,null,null,null,null,null,null,null,null,null,null
185,Rels B,TU VAS SIN (fav),Global,6uiQ0DqbXTBc8tl0AUKZkR,longing,0.911,0.9854,0.5265,0.4147,0.3363,0.0,0.4968,0.1765,0.9833,0.9112
186,Fuerza Regida,TU SANCHO,Global,6eLQXa6uk2EW8drsiKbABZ,null,null,null,null,null,null,null,null,null,null,null
187,Bruno Mars,Nothing Left,Global,0Sq6JK9kyC4MQa3KrJj5CB,lonely,0.9632,0.9905,0.1873,0.9768,0.9668,0.9053,0.6729,0.9967,0.8645,0.6743
188,Nirvana,Come As You Are,Global,5AEOqLsRJFAoSS4ay4Jzao,null,null,null,null,null,null,null,null,null,null,null
189,Rihanna,S&M,Global,7ySUcLPVX7KudhnmNcgY2D,null,null,null,null,null,null,null,null,null,null,null
190,"The Chainsmokers, Coldplay",Something Just Like This,Global,6RUKPb4LETWmmr3iAEQktW,longing,0.6082,0.9903,0.7275,0.3717,0.5242,0.3749,0.4962,0.9329,0.964,0.5874
191,Chappell Roan,Pink Pony Club,Global,6393yGahSJ9slVdOwSxOVR,null,null,null,null,null,null,null,null,null,null,null
192,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Global,0RiRZpuVRbi7oqRdSMwhQY,null,null,null,null,null,null,null,null,null,null,null
193,Rihanna,Breakin' Dishes,Global,5EcG8eMMlwkHRVa4aTR1qd,null,null,null,null,null,null,null,null,null,null,null
194,"Kanye West, Dwele",Flashing Lights,Global,5TRPicyLGbAF2LGBFbHGvO,null,null,null,null,null,null,null,null,null,null,null
195,a-ha,Take on Me,Global,04aigH9HRGebQZu1JAN6X1,null,null,null,null,null,null,null,null,null,null,null
196,Lola Young,Messy,Global,35ISBknsCeZQtq66xABI9g,null,null,null,null,null,null,null,null,null,null,null
197,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Global,54PbBpquVfhfrwRwvjSXbI,heartbreak,0.9142,0.967,0.1707,0.9692,0.9369,0.9229,0.0,0.9596,0.8471,0.8618
198,"Calvin Harris, Ellie Goulding",Outside (feat. Ellie Goulding),Global,7MmG8p0F9N3C4AXdK6o6Eb,null,null,null,null,null,null,null,null,null,null,null
199,Oasis,Wonderwall,Global,5qqabIl2vWzo9ApSC317sa,null,null,null,null,null,null,null,null,null,null,null
200,"ZXKAI, slxughter",NO BATIDÃO,Global,7vg9noSnFEyPfwLiaCW4vi,sensual,0.6517,0.9221,0.0,0.7212,0.0,0.0,0.0,0.0,0.9427,0.0
1,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),Taiwan,7G7mSV4BebkoHWwKTDvXu9,sensual,0.3275,0.2367,0.0,0.1414,0.0,0.0,0.0,0.0,0.6345,0.0
2,BLACKPINK,GO,Taiwan,3FZPp9lBUvhsxFxKJi3VkB,heartbreak,0.9376,0.8011,0.2808,0.991,0.742,0.6124,0.6532,0.4627,0.9415,0.3977
3,Jin,Don’t Say You Love Me,Taiwan,27xkOIER6uDLKALIelHylZ,heartbreak,0.1976,0.847,0.0,0.9554,0.8966,0.9015,0.1853,0.6932,0.4393,0.8572
4,A-Lin,幸福在歌唱 - 電影《陽光女子合唱團》幸福版主題曲,Taiwan,3VHi5bCUek6XdiDmqqrirs,null,null,null,null,null,null,null,null,null,null,null
5,Jimin,Who,Taiwan,7tI8dRuH2Yc6RuoTjxo4dU,love,0.9868,0.9805,0.2249,0.9269,0.8285,0.8052,0.664,0.9354,0.7137,0.5504
6,Crowd Lu,太陽與地球,Taiwan,0bQSWXtpau3VkNI1ZcXTQA,null,null,null,null,null,null,null,null,null,null,null
7,Pei-Yu Hung,再見的時候 - 電影〈陽光女子合唱團〉主題曲-再見版,Taiwan,3IBYp3fKyydZ5dDtirLY6P,null,null,null,null,null,null,null,null,null,null,null
8,Hearts2Hearts,RUDE!,Taiwan,0WA27lZzPKFJKAbiDRmQDc,sensual,0.1436,0.43,0.2716,0.0,0.1856,0.1147,0.1885,0.3453,0.7938,0.3563
9,IVE,BANG BANG,Taiwan,7pBE8YpFoZ9ankC2Ci5z9X,anger,0.309,0.4493,0.0,0.0,0.2927,0.0,0.0,0.0,0.7151,0.9733
10,BLACKPINK,Champion,Taiwan,43BJVWcBzHRIDaQCg7abnX,hope,0.3415,0.5066,0.4068,0.0,0.0,0.0,0.755,0.0,0.7398,0.1773
11,Khalil Fong,特別的人,Taiwan,0VTzUEuHYD8s7CgQ15cDPo,joy,0.9675,0.9876,0.9929,0.6101,0.6514,0.0,0.99,0.279,0.9246,0.8715
12,BLACKPINK,JUMP,Taiwan,5H1sKFMzDeMtXwND3V6hRY,sensual,0.3665,0.9321,0.5143,0.6624,0.4741,0.1011,0.2884,0.0,0.9924,0.7449
13,V,Slow Dancing,Taiwan,5h1BN75CEh8wdSwE1xrbSe,null,null,null,null,null,null,null,null,null,null,null
14,Patrick Brasca,單程票,Taiwan,3woBOD3Ldh81fAwpsnD8yC,null,null,null,null,null,null,null,null,null,null,null
15,"Top Barry, INDEcompany",一半一半,Taiwan,21x0N6lu6D9kO8rVtTU3mH,null,null,null,null,null,null,null,null,null,null,null
16,V,Love Me Again,Taiwan,2N0SPREDYqILVEFSsWF5N5,null,null,null,null,null,null,null,null,null,null,null
17,HWASA,Good Goodbye,Taiwan,3cLXrotzCjYCkN73PewALM,lonely,0.3624,0.7507,0.1552,0.8668,0.8911,0.5569,0.0,0.9129,0.8921,0.6872
18,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Taiwan,1CPZ5BxNNd0n0nF4Orb9JS,lonely,0.8064,0.9557,0.7701,0.5332,0.4801,0.1756,0.9468,0.9853,0.9182,0.3085
19,Evangeline Wong,離開我的依賴,Taiwan,23WLgtD54AeluEPRr5muHo,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,BLACKPINK,Fxxxboy,Taiwan,7m0duH1vdTNxM2g8BLfR0F,heartbreak,0.972,0.9027,0.0,0.9851,0.8803,0.8934,0.0,0.9153,0.9232,0.9478
21,IVE,BLACKHOLE,Taiwan,2ytQFMxdreEFPPZTtyDdqM,sensual,0.857,0.8631,0.7173,0.0,0.0,0.0,0.9491,0.0,0.9564,0.2204
22,黃奇斌,若無你我欲去佗位,Taiwan,76EfpqmO6JUL2TTR1SIGwz,null,null,null,null,null,null,null,null,null,null,null
23,"Patrick Brasca, mac ova seas",左轉燈 (1000 Times+1),Taiwan,4UwZyC0wEV6XDEAr9kaQhi,null,null,null,null,null,null,null,null,null,null,null
24,Jay Chou,擱淺,Taiwan,0cOMncRq4cmDLO4tPQnkBF,despair,0.0,0.9429,0.0,0.8092,0.8495,0.964,0.0,0.4294,0.64,0.9251
25,BLACKPINK,Me and my,Taiwan,5MXcM263QvCTWriH3nVusc,sensual,0.4158,0.6735,0.7616,0.0,0.1172,0.0,0.3579,0.1015,0.993,0.5085
26,KiiiKiii,404 (New Era),Taiwan,24rDDbSlFY9OHrlJb48CRh,sensual,0.0,0.7444,0.3128,0.1067,0.2905,0.0,0.1881,0.1476,0.9943,0.51
27,Bestards,離開的一路上,Taiwan,1NoDTQhJsrd5rnpb6PQthK,null,null,null,null,null,null,null,null,null,null,null
28,Crowd Lu,一夜一夜一夜,Taiwan,3wofqqt5YJWdhLI9IFaX39,null,null,null,null,null,null,null,null,null,null,null
29,JENNIE,like JENNIE,Taiwan,0fK7ie6XwGxQTIkpFoWkd1,longing,0.6388,0.9519,0.4558,0.4817,0.706,0.3494,0.4813,0.8081,0.8864,0.9139
30,Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Taiwan,4F7ZAsndEIJXyFzJUHNlRu,null,null,null,null,null,null,null,null,null,null,null
31,"i-dle, skaiwater",Mono (feat. skaiwater),Taiwan,3VxmXJ4FdtbWI27p3Gx4Wh,null,null,null,null,null,null,null,null,null,null,null
32,EggPlantEgg,閣愛妳一擺,Taiwan,4Zwn8WxD61diTwqv9hyTQA,null,null,null,null,null,null,null,null,null,null,null
33,Stefanie Sun,遇見,Taiwan,3xJK8ywApYVEYIDhymYMC6,hope,0.585,0.9943,0.6899,0.0,0.0,0.0,0.9984,0.0,0.853,0.3945
34,CORTIS,GO!,Taiwan,6OWWZtNQORY1McaZmOrwhc,sensual,0.1007,0.5109,0.2782,0.0,0.0,0.0,0.4888,0.0,0.8369,0.7304
35,Stefanie Sun,我懷念的,Taiwan,7z2M7DsEjZjwXBkWG3zd21,null,null,null,null,null,null,null,null,null,null,null
36,ROSÉ,toxic till the end,Taiwan,1z5ebC9238uGoBgzYyvGpQ,heartbreak,0.0,0.8254,0.0,0.9181,0.7405,0.5767,0.0,0.3687,0.7879,0.8601
37,BABYMONSTER,PSYCHO,Taiwan,491ca80N1C63tpoLvAsLKb,null,null,null,null,null,null,null,null,null,null,null
38,Khalil Fong,愛愛愛,Taiwan,59lBAMCis4C6NsPdUV35Vz,null,null,null,null,null,null,null,null,null,null,null
39,"LE SSERAFIM, j-hope",SPAGHETTI,Taiwan,2N9miXnewVmUrgl6JSK1FI,sensual,0.8068,0.7059,0.4939,0.158,0.2884,0.0,0.0,0.5033,0.8952,0.2685
40,"Patrick Brasca, 陳華",你沒等我去的舊金山,Taiwan,1aNVW0fujBVx7JTorTO1jn,null,null,null,null,null,null,null,null,null,null,null
41,Bestards,不是因為天氣晴朗才愛你,Taiwan,2VEt42QSQxILgEf9B50xxm,null,null,null,null,null,null,null,null,null,null,null
42,aespa,Whiplash,Taiwan,7Cnpb1vBbC46RgVyyKLH7p,null,null,null,null,null,null,null,null,null,null,null
43,Amazing Show,愛情的大壞蛋,Taiwan,5HVq8nS0pbM6G7YK8M7DY4,null,null,null,null,null,null,null,null,null,null,null
44,Jay Chou,晴天,Taiwan,5pIcwtJYNJx93l420oR2Vm,love,0.9863,0.9732,0.0,0.9377,0.7707,0.4129,0.1691,0.9595,0.8835,0.0
45,A-Mei Chang,連名帶姓,Taiwan,3LlQoKvVnkVvq3KC8anUn8,null,null,null,null,null,null,null,null,null,null,null
46,陳粒,小半,Taiwan,3QxWTqyIT4O9bokIZlNDpo,null,null,null,null,null,null,null,null,null,null,null
47,BABYMONSTER,WE GO UP,Taiwan,1tonXoW6dcb7GGNpec3PTl,null,null,null,null,null,null,null,null,null,null,null
48,"Jay Chou, Lara Liang",珊瑚海,Taiwan,3Qj9Fy8BPbWmICTiNkuqB7,anger,0.3155,0.4651,0.2557,0.1907,0.3768,0.279,0.34,0.2582,0.6488,0.794
49,Pets Tseng,一個人想著一個人,Taiwan,3n3zzFH7zzO0gJNaw4RKSm,null,null,null,null,null,null,null,null,null,null,null
50,ILLIT,NOT CUTE ANYMORE,Taiwan,1k0JAiH11gHL9dc5dfQjQr,lonely,0.0,0.564,0.0,0.4764,0.2852,0.4874,0.0,0.9174,0.8031,0.0
51,张远,看着我的眼睛说,Taiwan,7d6eShN6yVeR4Y2Md9uCA4,anger,0.6804,0.8489,0.4648,0.7174,0.681,0.6934,0.7891,0.2043,0.8466,0.8873
52,Stefanie Sun,開始懂了,Taiwan,68tZwwRuo9ip5gRQFG1XWF,null,null,null,null,null,null,null,null,null,null,null
53,David Tao,愛我還是他,Taiwan,13bw75oRjvxMv9VGIeM32i,null,null,null,null,null,null,null,null,null,null,null
54,LBI利比,Jumping Machine (跳楼机),Taiwan,1XZE0InCx3SdCnLpVsPpZl,lonely,0.166,0.8313,0.0,0.8964,0.7134,0.623,0.1148,0.9904,0.3957,0.6024
55,Bruno Mars,Risk It All,Taiwan,5y2ijHECwFYWqcAHKTZgzD,love,0.9434,0.9402,0.2861,0.0,0.2745,0.0,0.5861,0.119,0.8722,0.1524
56,JOLIN,布拉格廣場 - JOLIN Version/ 星宇航空布拉格開航主題曲,Taiwan,0HnESxAFR5lTHioAlI7wo3,null,null,null,null,null,null,null,null,null,null,null
57,EggPlantEgg,浪流連,Taiwan,1IS0WFyiVpwsATeSzjEvpI,null,null,null,null,null,null,null,null,null,null,null
58,Sam Lee,痴心絕對,Taiwan,0D0n4q2o54VTOmDJdL6ikY,null,null,null,null,null,null,null,null,null,null,null
59,Djo,End of Beginning,Taiwan,3qhlB30KknSejmIvZZLjOD,heartbreak,0.0,0.9244,0.0,0.952,0.9477,0.3827,0.0,0.6831,0.5004,0.0
60,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Taiwan,1DwscornXpj8fmOmYVlqZt,longing,0.7268,0.9839,0.17,0.7028,0.7868,0.6918,0.9605,0.8899,0.9242,0.8725
61,EggPlantEgg,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),Taiwan,6m2I6ZyWRkxjBrrLVQILfl,null,null,null,null,null,null,null,null,null,null,null
62,"Firdhaus, DIOR 大穎",在加納共和國離婚,Taiwan,6GyUt7yJ0sOktc5HjvVnFh,anger,0.8189,0.8528,0.6487,0.6881,0.802,0.5896,0.8822,0.43,0.8565,0.9545
63,icyball 冰球樂團,不在乎,Taiwan,1t2mpO9GpLjRHDDX6SFWRn,null,null,null,null,null,null,null,null,null,null,null
64,Jay Chou,楓,Taiwan,1pALOIA4ytESmhl7Fxjdic,sensual,0.7241,0.5935,0.5582,0.465,0.5666,0.1894,0.522,0.2805,0.8722,0.7344
65,"马也_Crabbit, Cole先生",海屿你,Taiwan,6UO9nrihAk6sFGvVHDVTz8,null,null,null,null,null,null,null,null,null,null,null
66,艾薇 Ivy,天使借的溫柔,Taiwan,3ITUmRLMjxf3ZqCPSDD2gk,null,null,null,null,null,null,null,null,null,null,null
67,Taylor Swift,The Fate of Ophelia,Taiwan,53iuhJlwXhSER5J2IYYv1W,heartbreak,0.8548,0.8917,0.4806,0.9754,0.8572,0.7167,0.6854,0.8724,0.8773,0.7087
68,LNGSHOT,Moonwalkin',Taiwan,46V2ciN6F5bxjQWityNhkY,sensual,0.4608,0.8928,0.483,0.2204,0.7355,0.4332,0.5068,0.5844,0.9418,0.3588
69,"ROSÉ, Bruno Mars",APT.,Taiwan,4wJ5Qq0jBN4ajy7ouZIV1c,sensual,0.7633,0.9881,0.5805,0.1776,0.1354,0.0,0.55,0.5216,0.997,0.4004
70,G.E.M.,多遠都要在一起,Taiwan,55d0jw269HE9pbOt5ntCo8,null,null,null,null,null,null,null,null,null,null,null
71,Joker Xue,演员,Taiwan,5Sib99jpYybZAicUMETb3h,love,0.9468,0.2495,0.2156,0.3473,0.1659,0.1996,0.4137,0.1623,0.2862,0.0
72,张远,嘉賓,Taiwan,5jAmIkIpskwu2hRz2YaEHi,love,0.8929,0.6589,0.1302,0.4825,0.4694,0.3363,0.4838,0.5474,0.4437,0.3199
73,CORTIS,FaSHioN,Taiwan,4ecdsGz3Hg6TKPwQ0ZOdJz,null,null,null,null,null,null,null,null,null,null,null
74,Taylor Swift,Opalite,Taiwan,3yWuTOYDztXjZxdE2cIRUa,sensual,0.635,0.9123,0.5136,0.8291,0.6652,0.4662,0.4489,0.6175,0.9177,0.441
75,A-Mei Chang,人質,Taiwan,6OAUhxFZzaRHHC8XiuIkvb,null,null,null,null,null,null,null,null,null,null,null
76,sombr,back to friends,Taiwan,7qjZnBKE73H4Oxkopwulqe,sensual,0.4331,0.9834,0.0,0.863,0.5823,0.6766,0.1248,0.7621,0.9926,0.4478
77,BABYMONSTER,DRIP,Taiwan,1MUZitHRpmng5NevrvNx4T,null,null,null,null,null,null,null,null,null,null,null
78,Richael Liu,两三句,Taiwan,0BkBM5rY934yzHViRhd8Em,null,null,null,null,null,null,null,null,null,null,null
79,Olivia Dean,So Easy (To Fall In Love),Taiwan,6sGIMrtIzQjdzNndVxe397,love,0.9767,0.7887,0.6937,0.0,0.1084,0.0,0.8132,0.1058,0.9477,0.0
80,"Jay Chou, A-Mei Chang",不該,Taiwan,5miH0BWhRVTvHAwmnoeyXH,null,null,null,null,null,null,null,null,null,null,null
81,Sam Lee,手放開,Taiwan,2Dd9EXYXI2NNrLG61OtWQv,null,null,null,null,null,null,null,null,null,null,null
82,Kenshi Yonezu,IRIS OUT,Taiwan,59hVbgr8rfYkDbHfr8RcGI,love,0.9881,0.9472,0.3558,0.9257,0.7909,0.2781,0.0,0.1995,0.9538,0.2564
83,CORTIS,"Mention Me - From The Movie ""GOAT""",Taiwan,3f0OEJd7mlPNhmH3fUOrqy,null,null,null,null,null,null,null,null,null,null,null
84,F.I.R.,月牙灣,Taiwan,1b5IRT3iraxjHOsKZx93sW,null,null,null,null,null,null,null,null,null,null,null
85,"Lady Gaga, Bruno Mars",Die With A Smile,Taiwan,7so0lgd0zP2Sbgs2d7a1SZ,longing,0.9794,0.9844,0.1561,0.917,0.7965,0.3927,0.0,0.2333,0.9156,0.0
86,ILLIT,Magnetic,Taiwan,1aKvZDoLGkNMxoRYgkckZG,sensual,0.9489,0.9651,0.7441,0.0,0.1527,0.0,0.5671,0.0,0.9711,0.1289
87,PIZZALI,做我的初戀,Taiwan,4flk8ZgDFry6o2t0SdKsnB,null,null,null,null,null,null,null,null,null,null,null
88,ROSÉ,number one girl,Taiwan,1lcBt7LoEikqYmhUoa2cez,lonely,0.8808,0.9853,0.2554,0.5786,0.4809,0.5069,0.7723,0.9918,0.8278,0.1528
89,A-Lin,給我一個理由忘記,Taiwan,2DcmVSLAg0ZzfOQxDshZHY,null,null,null,null,null,null,null,null,null,null,null
90,David Tao,就是愛妳,Taiwan,73eCSQ1DxQbaOnzy8PhKx3,null,null,null,null,null,null,null,null,null,null,null
91,Joker Xue,其实,Taiwan,6Mmdzst5fLkrKjhdkGhLpe,null,null,null,null,null,null,null,null,null,null,null
92,DIOR 大穎,人的這一生,Taiwan,2Jox8DFhnUpJZJWLsVAsAR,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Hearts2Hearts,FOCUS,Taiwan,6jYiHr12NVKLzn0X7K8aSK,null,null,null,null,null,null,null,null,null,null,null
94,Silence Wang,像晴天像雨天（电视剧《难哄》心动曲）,Taiwan,1zFuSla4RQ5qAJwDIQYixW,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Amazing Show,偷偷愛,Taiwan,0L7R4dmkwk46DEZgqx1fF7,null,null,null,null,null,null,null,null,null,null,null
96,"Disney, Shakira",Zoo,Taiwan,3vJIaiTIHxHhYafTSPNiH4,sensual,0.9413,0.4564,0.9346,0.0,0.0,0.0,0.6081,0.0,0.9852,0.2951
97,Fish Leong,慢冷,Taiwan,3NNDJfWMGHuNpvHWTImmlW,null,null,null,null,null,null,null,null,null,null,null
98,WeiBird,"如果可以 - 電影""月老""主題曲",Taiwan,72OVnXDzugvrCU25lMi9au,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Ronghao Li,"不將就 (電影""何以笙簫默""片尾曲)",Taiwan,5DH8nF7aWoXXg5Sm3gjCWD,null,null,null,null,null,null,null,null,null,null,null
100,aespa,Rich Man,Taiwan,1sUjTLLCJzcxC15GUBrOlg,null,null,null,null,null,null,null,null,null,null,null
101,F.I.R.,我們的愛,Taiwan,0Q4YuuiCuxIIKUw2fb1cmV,null,null,null,null,null,null,null,null,null,null,null
102,Crowd Lu,愚人節快樂,Taiwan,3bQeHxH1x4pVUfsRpuLAlH,null,null,null,null,null,null,null,null,null,null,null
103,JOLIN,妥協,Taiwan,0m1cI6aV1jq537JamnL592,null,null,null,null,null,null,null,null,null,null,null
104,李浩瑋 Howard Lee,無垢,Taiwan,08VBl78Lgs7VIEzCL1Btyv,null,null,null,null,null,null,null,null,null,null,null
105,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Taiwan,4WFfPxJv1KRekG6mxn837K,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),Taiwan,2HRgqmZQC0MC7GeNuDIXHN,sensual,0.41,0.6051,0.2996,0.2583,0.1082,0.0,0.5144,0.0,0.6998,0.1693
107,Andrew Tan,天后,Taiwan,4D0KlK4Fl8lotvsoys1bYQ,null,null,null,null,null,null,null,null,null,null,null
108,TWS,OVERDRIVE,Taiwan,5qAfVxNUxjrELshgTpWxLf,null,null,null,null,null,null,null,null,null,null,null
109,Billie Eilish,BIRDS OF A FEATHER,Taiwan,6dOtVTDdiauQNBQEDOtlAB,love,0.9797,0.9598,0.3611,0.8613,0.8957,0.439,0.2772,0.6404,0.8956,0.332
110,Wu Bai,淚橋,Taiwan,0NAcDn6U2GB2Arhspmh38S,null,null,null,null,null,null,null,null,null,null,null
111,"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),Taiwan,5doooVlMVRZztQbySqARMI,null,null,null,null,null,null,null,null,null,null,null
