region,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Colombia,0.18018018018018017,0.009009009009009009,0.32432432432432434,0.0,0.0,0.0,0.0,0.14414414414414414,0.0,0.0,0.0,0.0,0.009009009009009009,0.036036036036036036,0.0,0.009009009009009009,0.0,0.0,0.0,0.009009009009009009,0.06306306306306306,0.0,0.0,0.0,0.018018018018018018,0.0,0.04504504504504504,0.018018018018018018,0.036036036036036036,0.06306306306306306,0.036036036036036036
Global,0.08021390374331551,0.0855614973262032,0.016042780748663103,0.0,0.06951871657754011,0.053475935828877004,0.0481283422459893,0.016042780748663103,0.0374331550802139,0.053475935828877004,0.0427807486631016,0.0,0.026737967914438502,0.03208556149732621,0.026737967914438502,0.03208556149732621,0.03208556149732621,0.03208556149732621,0.03208556149732621,0.0374331550802139,0.016042780748663103,0.0213903743315508,0.026737967914438502,0.03208556149732621,0.03208556149732621,0.026737967914438502,0.016042780748663103,0.03208556149732621,0.016042780748663103,0.0106951871657754,0.016042780748663103
Taiwan,0.010101010101010102,0.0707070707070707,0.0,0.32323232323232326,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.1717171717171717,0.010101010101010102,0.0,0.06060606060606061,0.020202020202020204,0.0,0.030303030303030304,0.030303030303030304,0.010101010101010102,0.0,0.0,0.030303030303030304,0.0,0.0,0.04040404040404041,0.0,0.010101010101010102,0.0,0.0,0.0
USA,0.05232558139534884,0.09302325581395349,0.0,0.005813953488372093,0.0755813953488372,0.06976744186046512,0.06395348837209303,0.0,0.06395348837209303,0.040697674418604654,0.03488372093023256,0.0,0.05232558139534884,0.03488372093023256,0.01744186046511628,0.029069767441860465,0.046511627906976744,0.029069767441860465,0.029069767441860465,0.023255813953488372,0.01744186046511628,0.05232558139534884,0.029069767441860465,0.03488372093023256,0.023255813953488372,0.011627906976744186,0.01744186046511628,0.011627906976744186,0.01744186046511628,0.005813953488372093,0.01744186046511628
