title,artist,region,language,topic,topic_probability,dominant_emotion,emotion_anger,emotion_neutral,emotion_joy,emotion_fear,emotion_disgust,emotion_sadness,emotion_surprise
Sailor Song,Gigi Perez,Global,en,5,,anger,0.7488568425178528,0.0,0.0,0.0,0.0,0.0,0.0
Opalite,Taylor Swift,Global,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
Opalite,Taylor Swift,Global,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
Opalite,Taylor Swift,Global,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
iloveitiloveitiloveit,Bella Kay,Global,en,3,,surprise,0.0,0.0,0.09911864002545674,0.0,0.0,0.18470684687296549,0.1902106006940206
iloveitiloveitiloveit,Bella Kay,Global,en,3,,surprise,0.0,0.0,0.09911864002545674,0.0,0.0,0.18470684687296549,0.1902106006940206
Sweater Weather,The Neighbourhood,Global,en,15,,sadness,0.0,0.0,0.0,0.0,0.0,0.4454822540283203,0.0
Sweater Weather,The Neighbourhood,Global,en,15,,sadness,0.0,0.0,0.0,0.0,0.0,0.4454822540283203,0.0
WILDFLOWER,Billie Eilish,Global,en,3,,surprise,0.0,0.0,0.0,0.0,0.0,0.3275735080242157,0.47405147552490234
Creep,Radiohead,Global,en,17,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6566457748413086
Creep,Radiohead,Global,en,17,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6566457748413086
That's What I Like,Bruno Mars,Global,en,11,,joy,0.0,0.0,0.5428837935129801,0.0,0.0,0.0,0.0
That's What I Like,Bruno Mars,Global,en,11,,joy,0.0,0.0,0.5428837935129801,0.0,0.0,0.0,0.0
LA CANCIÓN,"J Balvin, Bad Bunny",Global,es,-1,,neutral,0.0,0.5184565981229147,0.0,0.0,0.0,0.0,0.0
LA CANCIÓN,"J Balvin, Bad Bunny",Global,es,-1,,neutral,0.0,0.5184565981229147,0.0,0.0,0.0,0.0,0.0
No Broke Boys,"Disco Lines, Tinashe",Global,en,15,,sadness,0.2359910011291504,0.0,0.0,0.0,0.0,0.5570460359255472,0.0
No Broke Boys,"Disco Lines, Tinashe",Global,en,15,,sadness,0.2359910011291504,0.0,0.0,0.0,0.0,0.5570460359255472,0.0
One Dance,"Drake, Wizkid, Kyla",Global,tr,18,,neutral,0.0,0.43560200929641724,0.0,0.0,0.0,0.0,0.0
One Dance,"Drake, Wizkid, Kyla",Global,tr,18,,neutral,0.0,0.43560200929641724,0.0,0.0,0.0,0.0,0.0
Beautiful Things,Benson Boone,Global,en,20,,fear,0.0,0.0,0.0,0.4970416724681854,0.0,0.44497886300086975,0.0
Beautiful Things,Benson Boone,Global,en,20,,fear,0.0,0.0,0.0,0.4970416724681854,0.0,0.44497886300086975,0.0
Choosin' Texas,Ella Langley,Global,en,14,,sadness,0.0,0.21713010966777802,0.0,0.0,0.0,0.48314350843429565,0.0
Choosin' Texas,Ella Langley,Global,en,14,,sadness,0.0,0.21713010966777802,0.0,0.0,0.0,0.48314350843429565,0.0
Cha Cha Cha,Bruno Mars,Global,en,23,,fear,0.0,0.0,0.0,0.45884495973587036,0.0,0.3133609890937805,0.0
Cha Cha Cha,Bruno Mars,Global,en,23,,fear,0.0,0.0,0.0,0.45884495973587036,0.0,0.3133609890937805,0.0
E85,Don Toliver,Global,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.6912108063697815,0.0
E85,Don Toliver,Global,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.6912108063697815,0.0
Locked out of Heaven,Bruno Mars,Global,en,26,,sadness,0.0,0.0,0.0,0.0,0.0,0.8550266623497009,0.0
Locked out of Heaven,Bruno Mars,Global,en,26,,sadness,0.0,0.0,0.0,0.0,0.0,0.8550266623497009,0.0
Don’t Say You Love Me,Jin,Global,en,14,,sadness,0.0,0.0,0.0,0.0,0.0,0.7123828828334808,0.0
Don’t Say You Love Me,Jin,Global,en,14,,sadness,0.0,0.0,0.0,0.0,0.0,0.7123828828334808,0.0
I Wanna Be Yours,Arctic Monkeys,Global,en,8,,neutral,0.13978803157806396,0.23261380195617676,0.0,0.0,0.0,0.0,0.0
Mr. Brightside,The Killers,Global,en,5,,sadness,0.0,0.0,0.19079935550689697,0.0,0.0,0.26432082056999207,0.0
Mr. Brightside,The Killers,Global,en,5,,sadness,0.0,0.0,0.19079935550689697,0.0,0.0,0.26432082056999207,0.0
(When You Gonna) Give It Up to Me - Radio Version,"Sean Paul, Keyshia Cole",Global,en,9,,sadness,0.06874937534332276,0.023584187030792236,0.12519213795661926,0.11829489429791769,0.0,0.2152774385611216,0.032900992631912235
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",Global,en,9,,fear,0.0,0.0,0.0,0.8891510963439941,0.0,0.0,0.0
Yellow,Coldplay,Global,en,26,,neutral,0.0,0.2853351831436157,0.21585078537464142,0.0,0.0,0.0,0.0
God Was Showing Off,Bruno Mars,Global,en,0,,surprise,0.0,0.0,0.16952796777089438,0.0,0.0,0.0,0.2780621647834778
God Was Showing Off,Bruno Mars,Global,en,0,,surprise,0.0,0.0,0.16952796777089438,0.0,0.0,0.0,0.2780621647834778
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Global,es,6,,neutral,0.0,0.15693744023640951,0.13844135403633118,0.12922264138857523,0.0,0.0,0.0
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Global,es,6,,neutral,0.0,0.15693744023640951,0.13844135403633118,0.12922264138857523,0.0,0.0,0.0
Cuando No Era Cantante,"El Bogueto, Yung Beef",Global,es,-1,,neutral,0.0,0.4583841661612193,0.0,0.0,0.0,0.0,0.0
Cuando No Era Cantante,"El Bogueto, Yung Beef",Global,es,-1,,neutral,0.0,0.4583841661612193,0.0,0.0,0.0,0.0,0.0
Espresso,Sabrina Carpenter,Global,en,-1,,neutral,0.0,0.35866205890973407,0.0,0.0,0.0,0.0,0.2657519578933716
Gabriela,KATSEYE,Global,en,8,,neutral,0.0,0.3863416314125061,0.0,0.0,0.0,0.0,0.34051650762557983
Dreams - 2004 Remaster,Fleetwood Mac,Global,it,9,,sadness,0.0,0.0,0.0,0.09847371776898702,0.0,0.5054911573727926,0.0
Dreams - 2004 Remaster,Fleetwood Mac,Global,it,9,,sadness,0.0,0.0,0.0,0.09847371776898702,0.0,0.5054911573727926,0.0
Who,Jimin,Global,en,16,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6864519417285919
Who,Jimin,Global,en,16,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6864519417285919
dopamina,"Peso Pluma, Tito Double P",Global,es,6,,neutral,0.0,0.4143208712339401,0.0,0.0,0.0,0.0,0.0
JUMP,BLACKPINK,Global,en,13,,joy,0.0,0.2524612247943878,0.3624098300933838,0.0,0.0,0.0,0.0
JUMP,BLACKPINK,Global,en,13,,joy,0.0,0.2524612247943878,0.3624098300933838,0.0,0.0,0.0,0.0
Starboy,"The Weeknd, Daft Punk",Global,tr,18,,neutral,0.0,0.528258353471756,0.0,0.0,0.0,0.0,0.0
Sparks,Coldplay,Global,en,4,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6453679800033569
Sparks,Coldplay,Global,en,4,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6453679800033569
LA VILLA,"Ryan Castro, Kapo, Gangsta",Global,es,-1,,neutral,0.0,0.2786506513754527,0.15375595291455588,0.0,0.0,0.0,0.0
LA VILLA,"Ryan Castro, Kapo, Gangsta",Global,es,-1,,neutral,0.0,0.2786506513754527,0.15375595291455588,0.0,0.0,0.0,0.0
As It Was,Harry Styles,Global,en,24,,neutral,0.0,0.3600774109363556,0.0,0.0,0.0,0.33547109365463257,0.0
APT.,"ROSÉ, Bruno Mars",Global,en,24,,sadness,0.0,0.20530959963798523,0.0,0.0,0.0,0.35449665784835815,0.0
APT.,"ROSÉ, Bruno Mars",Global,en,24,,sadness,0.0,0.20530959963798523,0.0,0.0,0.0,0.35449665784835815,0.0
White Keys,Dominic Fike,Global,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.40054088830947876,0.26189127564430237
White Keys,Dominic Fike,Global,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.40054088830947876,0.26189127564430237
VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",Global,en,23,,surprise,0.0,0.0,0.2596282437443733,0.0,0.0,0.0,0.269787460565567
VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",Global,en,23,,surprise,0.0,0.0,0.2596282437443733,0.0,0.0,0.0,0.269787460565567
Lose Control,Teddy Swims,Global,en,5,,sadness,0.0,0.0,0.0,0.0,0.0,0.7592611312866211,0.0
Lose Control,Teddy Swims,Global,en,5,,sadness,0.0,0.0,0.0,0.0,0.0,0.7592611312866211,0.0
Feel Good Inc.,"Gorillaz, De La Soul",Global,en,4,,joy,0.0,0.0,0.629552404085795,0.0,0.0,0.18675655126571655,0.0
"All The Stars (with SZA) - From ""Black Panther: The Album""","Kendrick Lamar, SZA",Global,en,9,,fear,0.06314396858215332,0.0,0.12960695723692575,0.2323723832766215,0.0,0.04378433028856913,0.0
"All The Stars (with SZA) - From ""Black Panther: The Album""","Kendrick Lamar, SZA",Global,en,9,,fear,0.06314396858215332,0.0,0.12960695723692575,0.2323723832766215,0.0,0.04378433028856913,0.0
Riptide,Vance Joy,Global,en,7,,fear,0.0,0.0,0.0,0.45637014508247375,0.0,0.3873290419578552,0.0
505,Arctic Monkeys,Global,en,22,,fear,0.0,0.0,0.4581581950187683,0.4951002299785614,0.0,0.0,0.0
505,Arctic Monkeys,Global,en,22,,fear,0.0,0.0,0.4581581950187683,0.4951002299785614,0.0,0.0,0.0
Who Knows,Daniel Caesar,Global,en,16,,sadness,0.0,0.0,0.294624924659729,0.0,0.0,0.3693090081214905,0.0
Who Knows,Daniel Caesar,Global,en,16,,sadness,0.0,0.0,0.294624924659729,0.0,0.0,0.3693090081214905,0.0
undressed,sombr,Global,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.825486034154892,0.0
Why You Wanna Fight?,Bruno Mars,Global,en,-1,,sadness,0.0,0.0,0.0,0.0,0.0,0.6954692304134369,0.0
Why You Wanna Fight?,Bruno Mars,Global,en,-1,,sadness,0.0,0.0,0.0,0.0,0.0,0.6954692304134369,0.0
Fame is a Gun,Addison Rae,Global,en,7,,joy,0.0,0.0,0.4573415517807007,0.0,0.0,0.25075089931488037,0.0
Fame is a Gun,Addison Rae,Global,en,7,,joy,0.0,0.0,0.4573415517807007,0.0,0.0,0.25075089931488037,0.0
Ya Borracho,Herencia De Grandes,Global,es,-1,,fear,0.0,0.2402026653289795,0.0,0.44339659810066223,0.0,0.0,0.0
Ya Borracho,Herencia De Grandes,Global,es,-1,,fear,0.0,0.2402026653289795,0.0,0.44339659810066223,0.0,0.0,0.0
In the End,Linkin Park,Global,en,3,,surprise,0.0,0.0,0.13158883651097616,0.0,0.0,0.0,0.5454210241635641
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",Global,ru,18,,neutral,0.0,0.4238702555497487,0.0,0.0,0.0,0.0,0.0
Dance With Me,Bruno Mars,Global,en,8,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.35970214009284973
Dance With Me,Bruno Mars,Global,en,8,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.35970214009284973
Billie Jean,Michael Jackson,Global,en,11,,neutral,0.0,0.40887779742479324,0.0,0.0,0.0,0.0,0.10827494412660599
kota ini tak sama tanpamu,Nadhif Basalamah,Global,id,18,,neutral,0.0,0.7494639754295349,0.0,0.0,0.0,0.0,0.0
The Night We Met,Lord Huron,Global,en,0,,fear,0.0,0.0,0.0,0.4094948172569275,0.0,0.0,0.314374715089798
daño,"Peso Pluma, Tito Double P",Global,es,1,,neutral,0.0,0.39445820450782776,0.0,0.0,0.0,0.0,0.19679264724254608
Just the Way You Are,Bruno Mars,Global,en,26,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.49531517922878265
Pvta Luna,Neton Vega,Global,es,12,,neutral,0.0,0.5594208836555481,0.0,0.0,0.0,0.0,0.0
That’s So True,Gracie Abrams,Global,en,17,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6752895414829254
La Plena - W Sound 05,"W Sound, Beéle, Ovy On The Drums",Global,en,26,,joy,0.0,0.16720592975616455,0.369269331296285,0.0,0.0,0.0,0.0
La Plena - W Sound 05,"W Sound, Beéle, Ovy On The Drums",Global,en,26,,joy,0.0,0.16720592975616455,0.369269331296285,0.0,0.0,0.0,0.0
No One Noticed,The Marías,Global,en,22,,sadness,0.0,0.0,0.19219689071178436,0.0,0.0,0.38067618012428284,0.0
No One Noticed,The Marías,Global,en,22,,sadness,0.0,0.0,0.19219689071178436,0.0,0.0,0.38067618012428284,0.0
Champion,BLACKPINK,Global,en,8,,anger,0.45185983180999756,0.0,0.0,0.0,0.0,0.2033892422914505,0.0
Champion,BLACKPINK,Global,en,8,,anger,0.45185983180999756,0.0,0.0,0.0,0.0,0.2033892422914505,0.0
7-3,"Peso Pluma, Tito Double P",Global,es,1,,neutral,0.0,0.34289780259132385,0.0,0.205680251121521,0.0,0.0,0.0
Body,Don Toliver,Global,en,11,,sadness,0.0,0.0,0.0,0.0,0.0,0.30953840414683026,0.21614831686019897
Body,Don Toliver,Global,en,11,,sadness,0.0,0.0,0.0,0.0,0.0,0.30953840414683026,0.21614831686019897
Todo Lo Fue,Lenin Ramírez,Global,es,28,,neutral,0.0,0.38476574420928955,0.0,0.0,0.0,0.0,0.0
Todo Lo Fue,Lenin Ramírez,Global,es,28,,neutral,0.0,0.38476574420928955,0.0,0.0,0.0,0.0,0.0
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",Global,tr,18,,neutral,0.0,0.5801328420639038,0.0,0.0,0.0,0.0,0.0
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",Global,tr,18,,neutral,0.0,0.5801328420639038,0.0,0.0,0.0,0.0,0.0
Viva La Vida,Coldplay,Global,en,0,,fear,0.0,0.0,0.0,0.4943251609802246,0.0,0.0,0.3180676996707916
What You Saying,Lil Uzi Vert,Global,en,23,,neutral,0.0,0.2377249002456665,0.14724978804588318,0.0,0.0,0.0,0.0
What You Saying,Lil Uzi Vert,Global,en,23,,neutral,0.0,0.2377249002456665,0.14724978804588318,0.0,0.0,0.0,0.0
On My Soul,Bruno Mars,Global,en,8,,sadness,0.0,0.0,0.0,0.0,0.0,0.4668457806110382,0.0
On My Soul,Bruno Mars,Global,en,8,,sadness,0.0,0.0,0.0,0.0,0.0,0.4668457806110382,0.0
Winter Ahead (with PARK HYO SHIN),"V, Park Hyo Shin",Taiwan,en,9,,joy,0.0,0.0,0.41898807883262634,0.0,0.0,0.0,0.0
GO,BLACKPINK,Taiwan,en,9,,sadness,0.21073012053966522,0.0,0.0,0.0,0.0,0.4865480065345764,0.0
GO,BLACKPINK,Taiwan,en,9,,sadness,0.21073012053966522,0.0,0.0,0.0,0.0,0.4865480065345764,0.0
Don’t Say You Love Me,Jin,Taiwan,en,14,,sadness,0.0,0.0,0.0,0.0,0.0,0.7123828828334808,0.0
Don’t Say You Love Me,Jin,Taiwan,en,14,,sadness,0.0,0.0,0.0,0.0,0.0,0.7123828828334808,0.0
Who,Jimin,Taiwan,en,16,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6864519417285919
Who,Jimin,Taiwan,en,16,,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.6864519417285919
太陽與地球,Crowd Lu,Taiwan,zh,2,,neutral,0.0,0.48324063420295715,0.0,0.0,0.0,0.0,0.0
RUDE!,Hearts2Hearts,Taiwan,en,10,,anger,0.5648484031359354,0.0,0.17308825254440308,0.0,0.0,0.0,0.0
BANG BANG,IVE,Taiwan,ko,10,,fear,0.2638050317764282,0.0,0.0,0.4728754460811615,0.0,0.0,0.0
Champion,BLACKPINK,Taiwan,en,8,,anger,0.45185983180999756,0.0,0.0,0.0,0.0,0.2033892422914505,0.0
Champion,BLACKPINK,Taiwan,en,8,,anger,0.45185983180999756,0.0,0.0,0.0,0.0,0.2033892422914505,0.0
特別的人,Khalil Fong,Taiwan,zh,2,,neutral,0.0,0.3783208131790161,0.0,0.0,0.0,0.0,0.0
JUMP,BLACKPINK,Taiwan,en,13,,joy,0.0,0.2524612247943878,0.3624098300933838,0.0,0.0,0.0,0.0
JUMP,BLACKPINK,Taiwan,en,13,,joy,0.0,0.2524612247943878,0.3624098300933838,0.0,0.0,0.0,0.0
Slow Dancing,V,Taiwan,ko,10,,neutral,0.0,0.6066862344741821,0.0,0.0,0.0,0.0,0.0
一半一半,"Top Barry, INDEcompany",Taiwan,zh,2,,neutral,0.0,0.4455874562263489,0.0,0.0,0.0,0.0,0.0
Love Me Again,V,Taiwan,ko,10,,sadness,0.0,0.0,0.0,0.0,0.0,0.9598818123340607,0.0
Good Goodbye,HWASA,Taiwan,ko,10,,sadness,0.0,0.0,0.0,0.0,0.0,0.6034257411956787,0.0
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Taiwan,en,13,,joy,0.0,0.0,0.4776703119277954,0.0,0.0,0.4214116632938385,0.0
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Taiwan,en,13,,joy,0.0,0.0,0.4776703119277954,0.0,0.0,0.4214116632938385,0.0
Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Taiwan,en,13,,joy,0.0,0.0,0.4776703119277954,0.0,0.0,0.4214116632938385,0.0
Fxxxboy,BLACKPINK,Taiwan,en,24,,sadness,0.1572099228700002,0.0,0.0,0.0,0.0,0.40696100393931073,0.0
BLACKHOLE,IVE,Taiwan,ko,10,,joy,0.0,0.22972992062568665,0.3004533052444458,0.0,0.0,0.0,0.0
若無你我欲去佗位,黃奇斌,Taiwan,zh,2,,neutral,0.0,0.44242405891418457,0.0,0.0,0.0,0.0,0.0
左轉燈 (1000 Times+1),"Patrick Brasca, mac ova seas",Taiwan,zh,2,,neutral,0.0,0.46832361817359924,0.0,0.0,0.0,0.0,0.0
擱淺,Jay Chou,Taiwan,zh,2,,neutral,0.0,0.5667054057121277,0.0,0.0,0.0,0.0,0.0
Me and my,BLACKPINK,Taiwan,en,11,,neutral,0.0,0.26938478151957196,0.17759106556574503,0.0,0.0,0.0,0.0
404 (New Era),KiiiKiii,Taiwan,ko,10,,neutral,0.0,0.49058731396993,0.23583058516184488,0.0,0.0,0.0,0.0
離開的一路上,Bestards,Taiwan,zh,2,,neutral,0.0,0.5090607404708862,0.0,0.0,0.0,0.0,0.0
一夜一夜一夜,Crowd Lu,Taiwan,zh,2,,neutral,0.0,0.373286634683609,0.0,0.0,0.0,0.0,0.0
like JENNIE,JENNIE,Taiwan,en,10,,sadness,0.0,0.0,0.0,0.0,0.0,0.49645812809467316,0.0
Mono (feat. skaiwater),"i-dle, skaiwater",Taiwan,ru,18,,neutral,0.0,0.2379588931798935,0.0,0.17308409512043,0.0,0.0,0.0
閣愛妳一擺,EggPlantEgg,Taiwan,zh,2,,neutral,0.0,0.4533442258834839,0.0,0.0,0.0,0.0,0.0
遇見,Stefanie Sun,Taiwan,zh,2,,neutral,0.0,0.4745578467845917,0.0,0.0,0.0,0.0,0.0
GO!,CORTIS,Taiwan,ko,10,,neutral,0.0,0.5069431364536285,0.0,0.0,0.0,0.0,0.0
我懷念的,Stefanie Sun,Taiwan,zh,2,,neutral,0.0,0.47225674986839294,0.0,0.0,0.0,0.0,0.0
toxic till the end,ROSÉ,Taiwan,en,24,,anger,0.32351210713386536,0.0,0.0,0.0,0.0,0.32189083099365234,0.0
PSYCHO,BABYMONSTER,Taiwan,ko,10,,fear,0.0,0.16372384130954742,0.0,0.29679471254348755,0.0,0.0,0.0
愛愛愛,Khalil Fong,Taiwan,zh,2,,neutral,0.0,0.48693639039993286,0.0,0.0,0.0,0.0,0.0
SPAGHETTI,"LE SSERAFIM, j-hope",Taiwan,en,26,,joy,0.0,0.14658628900845846,0.5367602109909058,0.0,0.0,0.0,0.0
不是因為天氣晴朗才愛你,Bestards,Taiwan,zh,2,,neutral,0.0,0.40651431679725647,0.0,0.0,0.0,0.0,0.0
Whiplash,aespa,Taiwan,en,10,,neutral,0.20667804777622223,0.24838772416114807,0.0,0.0,0.0,0.0,0.0
愛情的大壞蛋,Amazing Show,Taiwan,zh,2,,neutral,0.0,0.522404134273529,0.0,0.0,0.0,0.0,0.0
晴天,Jay Chou,Taiwan,zh,2,,neutral,0.0,0.4453168511390686,0.0,0.0,0.0,0.0,0.0
WE GO UP,BABYMONSTER,Taiwan,en,13,,neutral,0.0,0.3644402474164963,0.0,0.0,0.0,0.0,0.0
珊瑚海,"Jay Chou, Lara Liang",Taiwan,vi,2,,disgust,0.0,0.0,0.0,0.0,0.27501554787158966,0.0,0.0
NOT CUTE ANYMORE,ILLIT,Taiwan,ko,10,,fear,0.0,0.0,0.0,0.9490129351615906,0.0,0.0,0.0
看着我的眼睛说,张远,Taiwan,zh,2,,neutral,0.0,0.49459707736968994,0.0,0.0,0.0,0.0,0.0
開始懂了,Stefanie Sun,Taiwan,zh,2,,neutral,0.0,0.4134930968284607,0.0,0.0,0.0,0.0,0.0
Jumping Machine (跳楼机),LBI利比,Taiwan,zh,2,,neutral,0.0,0.4306122362613678,0.0,0.0,0.0,0.0,0.0
Risk It All,Bruno Mars,Taiwan,en,21,,anger,0.7032333612442017,0.0,0.0,0.0,0.0,0.0,0.0
Risk It All,Bruno Mars,Taiwan,en,21,,anger,0.7032333612442017,0.0,0.0,0.0,0.0,0.0,0.0
Risk It All,Bruno Mars,Taiwan,en,21,,anger,0.7032333612442017,0.0,0.0,0.0,0.0,0.0,0.0
浪流連,EggPlantEgg,Taiwan,zh,2,,neutral,0.0,0.5740728974342346,0.0,0.0,0.0,0.0,0.0
End of Beginning,Djo,Taiwan,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.8239284753799438,0.0
End of Beginning,Djo,Taiwan,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.8239284753799438,0.0
End of Beginning,Djo,Taiwan,en,3,,sadness,0.0,0.0,0.0,0.0,0.0,0.8239284753799438,0.0
Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",Taiwan,en,17,,surprise,0.0,0.0,0.11723215381304423,0.0,0.0,0.0,0.41912434498469037
Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",Taiwan,en,17,,surprise,0.0,0.0,0.11723215381304423,0.0,0.0,0.0,0.41912434498469037
Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",Taiwan,en,17,,surprise,0.0,0.0,0.11723215381304423,0.0,0.0,0.0,0.41912434498469037
在加納共和國離婚,"Firdhaus, DIOR 大穎",Taiwan,zh,2,,neutral,0.0,0.41262951493263245,0.0,0.0,0.0,0.0,0.0
楓,Jay Chou,Taiwan,gd,2,,disgust,0.0,0.0,0.0,0.0,0.2864369601011276,0.0,0.0
The Fate of Ophelia,Taylor Swift,Taiwan,en,0,,sadness,0.0,0.0,0.0,0.0,0.0,0.875088115533193,0.0
The Fate of Ophelia,Taylor Swift,Taiwan,en,0,,sadness,0.0,0.0,0.0,0.0,0.0,0.875088115533193,0.0
The Fate of Ophelia,Taylor Swift,Taiwan,en,0,,sadness,0.0,0.0,0.0,0.0,0.0,0.875088115533193,0.0
Moonwalkin',LNGSHOT,Taiwan,ko,10,,sadness,0.0,0.0,0.2003622849782308,0.0,0.0,0.2676088809967041,0.0
APT.,"ROSÉ, Bruno Mars",Taiwan,en,24,,sadness,0.0,0.20530959963798523,0.0,0.0,0.0,0.35449665784835815,0.0
APT.,"ROSÉ, Bruno Mars",Taiwan,en,24,,sadness,0.0,0.20530959963798523,0.0,0.0,0.0,0.35449665784835815,0.0
多遠都要在一起,G.E.M.,Taiwan,zh,2,,neutral,0.0,0.4811081290245056,0.0,0.0,0.0,0.0,0.0
演员,Joker Xue,Taiwan,zh,2,,neutral,0.0,0.35718467831611633,0.0,0.0,0.0,0.0,0.0
嘉賓,张远,Taiwan,zh,2,,neutral,0.0,0.350780725479126,0.0,0.0,0.0,0.0,0.0
FaSHioN,CORTIS,Taiwan,ko,10,,joy,0.0,0.1644802689552307,0.2548369765281677,0.0,0.0,0.0,0.0
Opalite,Taylor Swift,Taiwan,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
Opalite,Taylor Swift,Taiwan,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
Opalite,Taylor Swift,Taiwan,en,0,,sadness,0.0,0.0,0.0,0.21168110768000284,0.0,0.2633255521456401,0.21011106173197427
back to friends,sombr,Taiwan,en,5,,fear,0.0,0.0,0.0,0.4692058563232422,0.0,0.0,0.38449016213417053
back to friends,sombr,Taiwan,en,5,,fear,0.0,0.0,0.0,0.4692058563232422,0.0,0.0,0.38449016213417053
back to friends,sombr,Taiwan,en,5,,fear,0.0,0.0,0.0,0.4692058563232422,0.0,0.0,0.38449016213417053
DRIP,BABYMONSTER,Taiwan,en,10,,neutral,0.0,0.33638615409533185,0.0,0.0,0.0,0.14798561731974283,0.0
So Easy (To Fall In Love),Olivia Dean,Taiwan,en,4,,joy,0.0,0.0,0.8622262179851532,0.0,0.0,0.0,0.0
So Easy (To Fall In Love),Olivia Dean,Taiwan,en,4,,joy,0.0,0.0,0.8622262179851532,0.0,0.0,0.0,0.0
So Easy (To Fall In Love),Olivia Dean,Taiwan,en,4,,joy,0.0,0.0,0.8622262179851532,0.0,0.0,0.0,0.0
手放開,Sam Lee,Taiwan,en,2,,fear,0.06483992508479527,0.0,0.0,0.5791972364698138,0.0,0.0,0.0
IRIS OUT,Kenshi Yonezu,Taiwan,ja,2,,neutral,0.0,0.5328366756439209,0.0,0.0,0.0,0.0,0.0
"Mention Me - From The Movie ""GOAT""",CORTIS,Taiwan,en,7,,sadness,0.0,0.0,0.0,0.0,0.0,0.3709421058495839,0.14578843116760254
月牙灣,F.I.R.,Taiwan,zh,2,,neutral,0.0,0.5068592429161072,0.0,0.0,0.0,0.0,0.0
Die With A Smile,"Lady Gaga, Bruno Mars",Taiwan,en,3,,sadness,0.0,0.0,0.2144453078508377,0.0,0.0,0.38056811690330505,0.0
Die With A Smile,"Lady Gaga, Bruno Mars",Taiwan,en,3,,sadness,0.0,0.0,0.2144453078508377,0.0,0.0,0.38056811690330505,0.0
Die With A Smile,"Lady Gaga, Bruno Mars",Taiwan,en,3,,sadness,0.0,0.0,0.2144453078508377,0.0,0.0,0.38056811690330505,0.0
Magnetic,ILLIT,Taiwan,ko,10,,surprise,0.0,0.0,0.18787263333797455,0.0,0.0,0.0,0.23832745850086212
number one girl,ROSÉ,Taiwan,en,16,,joy,0.0,0.14191622535387674,0.38157767057418823,0.0,0.0,0.0,0.0
就是愛妳,David Tao,Taiwan,en,2,,joy,0.0,0.0,0.6437354882558187,0.0,0.0,0.12580644090970358,0.0
其实,Joker Xue,Taiwan,zh,2,,neutral,0.0,0.4786398112773895,0.0,0.0,0.0,0.0,0.0
FOCUS,Hearts2Hearts,Taiwan,en,-1,,sadness,0.0,0.0,0.0,0.0,0.0,0.4418494403362274,0.24698644876480103
偷偷愛,Amazing Show,Taiwan,zh,2,,neutral,0.0,0.5176893472671509,0.0,0.0,0.0,0.0,0.0
Zoo,"Disney, Shakira",Taiwan,en,0,,joy,0.0,0.0,0.7616663575172424,0.0,0.0,0.0,0.0
